	#	-		+	a	aa	ae	ai	aiː	aiː̯	ai̠	ai̯	aḭ	ao	ao̠	au	auː	auː̯	au̯	aṵ	aə	aəː	aɛ	aɨ	aɪ	aɯ	aɯ̯	aʊ	aʲ	aˀ	aː	aːˀ	aː̃	aː̈	aˤ	ã	ãː	ã̈	ă	ä	äː	a̠	a̤	a̤ː	a̰	a̰ː	b	bv	bʰ	bʲ	bʷ	bʷː	bʼ	bː	bːʲ	bˠ	bˤ	b̥	c	cʰ	cʲ	cʷ	cʼ	cː	cːʰ	c͡ç	c͡çʲ	c͡çʷ	d	dz	dzʰ	dzˤ	dʑ	dʑʰ	dʑʷ	dʒ	dʒʰ	dʒʲ	dʒʷ	dʒː	dʰ	dʰː	dʲ	dʲː	dʷ	dː	dːʲ	dˤ	dˤː	d̃	d̥	d̪	d̪ʰ	d̪ː	d̪ˠ	d̺	d͡z	d͡zʲ	d͡zː	d͡ʑ	d͡ʑʲ	d͡ʑʷ	d͡ʑː	d͡ʒ	d͡ʒʰ	d͡ʒʲ	d͡ʒː	e	ea	eaː	ea̯	ee	ei	eiː	ei̤	ei̯	eo	eu	euˀ	eə	eɨ	eɪ	eɯ	eʲ	eˀ	eː	eːʰ	eːˀ	eː̃	ẽ	ẽː	ẽ̠	ẽ̤ː	ĕ	e̞	ẽ̞	e̠	e̠ː	e̤	e̤ː	e̯	ḛ	f	fʰ	fʲ	fʷ	fː	fˠ	f̩	h	hʲ	hʷ	hː	hˤ	i	ia	ie	ie̯	ii	iii	ii̯	io	iu	iuː̯	iu̯	iə	iɛ	iɨ	iʲ	iˀ	iː	iːˀ	iˤ	ĩ	ĩˀ	ĩː	ĩ̠	ĩ̤	ĭ	i̟	i̟ː	ĩ̟	i̠	i̤	i̤ː	i̥	i̯	i̯ˀ	ĩ̯	j	jʰ	jʲ	jˀ	jː	jˤ	j̃	j̃ʰ	k	kp	kpʷ	kx	kʰ	kʰʲ	kʰʷ	kʰː	kʰˤ	kʲ	kʲʰ	kʷ	kʷʰ	kʷʰˤ	kʷʲ	kʷʼ	kʷː	kʷˤ	kʼ	kʼʲ	kʼʷ	kʼː	kˀ	kː	kːʲ	kːʼ	kˤ	k̥	l	lʰ	lʲ	lʲː	lʷ	lʼ	lˀ	lː	lːʲ	lˠ	lˤ	l̥	l̥ʰ	l̥ː	l̥ˤ	l̩	l̩ː	l̪	l̪ˠ	lᶣ	m	mʰ	mʲ	mʲʲ	mʲː	mʷ	mʷʰ	mʷː	mʼ	mˀ	mː	mːʰ	mːʲ	mˠ	mˤ	m̈	m̥	m̥ʰ	m̥ʲː	m̥ʷ	m̥ˤ	m̩	n	nʰ	nʲ	nʲʰ	nʲʲ	nʲː	nʷ	nˀ	nː	nːʲ	nːʷ	nˤ	n̥	n̥ʰ	n̥ʲ	n̥ː	n̥ˤ	n̩	n̪	n̪ː	n̪ˠ	n̺	n̼	o	oa	oa̯	oe	oi	oiː	oiː̯	oi̤̯	oi̯	oḭ	oo	ou	ou̯	oy	oɔ	oəː	oɨ	oʲ	oˀ	oː	oːˀ	oː̃	oˤ	õ	õː	õ̰	ŏ	o̞	o̞ː	õ̞	o̠	o̤	o̤ː	o̯	o̰	p	pf	pfʰ	pʰ	pʰʲ	pʰˤ	pʲ	pʷ	pʷʼ	pʷː	pʼ	pʼʷ	pʼː	pʼˤ	pˀ	pː	pːʲ	pˠ	pˤ	p̃	p̠	p̯	p̻ː	p͡f	q	qʰ	qʰʷ	qʰː	qʰˤ	qʲ	qʷ	qʷʰˤ	qʷˤ	qʼ	qʼʲ	qʼʷ	qʼˤ	qˀ	qː	qˤ	q͡χ	q͡χː	q͡χːʼ	q͡χˤ	r	rʰ	rʰː	rʲ	rʲʲ	rʷ	rʼ	rː	rːʲ	rˤ	r̃	r̈	r̝	r̝̥	r̥	r̥ʲː	r̥ː	r̥ˤ	r̩	r̩ː	r̪	s	sʰ	sʲ	sʲː	sʷ	sʼ	sː	sːʲ	sˠ	sˤ	sˤː	s̪	s̪ː	s̰ʰː	s̺	s̻ː	t	ts	tsʰ	tsʰː	tsʰˤ	tsʲ	tsʲʰ	tsʷ	tsʷʰ	tsʼ	tsˀ	tsː	tsːʰ	tsˤ	tɕ	tɕʰ	tɬ	tɬʰ	tɬʼ	tʃ	tʃʰ	tʃʲ	tʃʷ	tʃʼ	tʃˀ	tʃː	tʃ̠ʰ	tʰ	tʰʲ	tʰː	tʰˤ	tʲ	tʲʰ	tʲʲ	tʲː	tʷ	tʷʼ	tʼ	tʼʲ	tʼʷ	tʼː	tʼˤ	tˀ	tː	tːʲ	tˡ	tˤ	tˤː	t̪	t̪s̪	t̪ʰ	t̪ʷ	t̪ː	t̪ˠ	t̺	t̺ʰ	t̻ː	t͡s	t͡sʰ	t͡sʰʲ	t͡sʲ	t͡sʷ	t͡sʼ	t͡sʼʷ	t͡sʼː	t͡sˀ	t͡sː	t͡ɕ	t͡ɕʰ	t͡ɕʲ	t͡ɕʷʰ	t͡ɕˀ	t͡ɕː	t͡ɬ	t͡ɬʼ	t͡ɬʼˤ	t͡ɬˤ	t͡ʂ	t͡ʂʰ	t͡ʃ	t͡ʃʰ	t͡ʃʰʲ	t͡ʃʲ	t͡ʃʼ	t͡ʃʼː	t͡ʃʼˤ	t͡ʃˀ	t͡ʃː	t͡ʃˤ	tⁿ	u	ua	ue	ui	uiː	uiː̯	ui̯	uo	uu	uə	uʰ	uˀ	uː	uːʰ	uːˀ	ũ	ũː	ũ̆	ŭ	u̠	u̠ː	u̥	u̯	u̯ˀ	v	vʰ	vʲ	vʷ	vː	vːʲ	vˠ	vˤ	v̈	v̥	v̩	w	wʰ	wʲ	wˀ	wː	w̃	w̥	x	xʰ	xʲ	xʷ	xː	y	yi	yy	yʲ	yː	yːˀ	ỹ	ỹː	y̠	y̤	y̥	y̯	z	zʰ	zʲ	zʷ	zʼ	zː	zːʲ	zˤ	²	²²	²³	²³³	²³¹	²¹	²¹²	²¹³	²¹¹	²¹⁴	²⁴	²⁴²	²⁴³	²⁴¹	²⁵	³	³²	³²³	³²⁴	³³	³¹	³⁴	³⁴³	³⁴¹	³⁵	³⁵²	³⁵³	³⁵⁴	¹	¹²	¹³	¹³²	¹¹	¹⁴	¹⁵	æ	æu	æˀ	æː	æːˀ	æ̃	æ̃ː	æ̝	æ̰	ç	çʰ	çː	ð	ðʰ	ðʲ	ðʷ	ðˀ	ðː	ðːʲ	ðˤ	ðˤː	ð̼	ø	øy	øˀ	øː	øːˀ	ø̃	ø̃ː	ø̆	ø̠	ø̤	ø̯	ø̰	ħ	ħʲʷ	ħː	ł	łʰ	ŋ	ŋʰ	ŋʲ	ŋʷ	ŋʷˤ	ŋˀ	ŋː	ŋːʲ	ŋˤ	ŋ̃	ŋ̥	ŋ̩	œ	œʰ	œʲ	œː	œːˀ	œ̃	œ̯	ǀ	ǀ̃	ǝ	ȵ	ȵ̥	ɐ	ɐi	ɐu	ɐɐ	ɐʊ̃̃	ɐʲ	ɐˀ	ɐː	ɐːˀ	ɐ̃	ɐ̃ː	ɐ̆	ɐ̤	ɐ̯	ɐ̯ˀ	ɑ	ɑi	ɑu	ɑɑ	ɑʰ	ɑˀ	ɑː	ɑːˀ	ɑː̃	ɑ̃	ɑ̃ː	ɑ̆	ɑ̟	ɑ̠	ɑ̠̆	ɑ̠̠	ɑ̤ː	ɑ̰	ɒ	ɒiː̯	ɒˀ	ɒː	ɒːˀ	ɒ̃	ɒ̆	ɒ̰	ɓ	ɔ	ɔa	ɔi	ɔiː̯	ɔi̤̯	ɔi̯	ɔo	ɔu	ɔy	ɔɑ	ɔɔ	ɔə	ɔɛ	ɔʰ	ɔʲ	ɔˀ	ɔː	ɔːˀ	ɔː̃	ɔ̃	ɔ̃ː	ɔ̃̆	ɔ̆	ɔ̤	ɔ̤ː	ɔ̯	ɔ̰	ɔ̰ː	ɔ̰̃	ɕ	ɕʰ	ɕʲ	ɕʷ	ɕː	ɖ	ɖʐ	ɖʰ	ɖʰː	ɖː	ɖˤ	ɖ͡ʐ	ɗ	ɗ̥	ɘ	ɘˀ	ɘː	ɘ̃	ə	əa	əa̤	əi	əiː̯	əi̯	əu	əu̯	əə	əɨ	əɨː	əɨ̃	əɨ̯̃	əɨ̤̃	əɨ̯	əɪ	əɯ	əʌ	əˀ	əː	ə˞	ə̃	ə̃ː	ə̆	ə̠	ə̤	ə̤ː	ə̯	ə̰	ə̰ː	ɚ	ɛ	ɛa̯	ɛe	ɛi	ɛĩ	ɛi̠	ɛi̯	ɛo	ɛu	ɛu̯	ɛə	ɛəː	ɛɛ	ɛɪ	ɛʰ	ɛʲ	ɛˀ	ɛː	ɛːˀ	ɛ̃	ɛ̃ˀ	ɛ̃ˀː	ɛ̃ː	ɛ̃˞	ɛ̆	ɛ̠	ɛ̠˞	ɛ̠̃	ɛ̤	ɛ̯	ɛ̰	ɛ̰ː	ɛ̰̃	ɜ	ɜi	ɜː	ɜ̆	ɜ̤	ɞ	ɞː	ɟ	ɟʰ	ɟʲ	ɟː	ɟ͡ʝʲ	ɠ	ɡ	ɡʰ	ɡʲ	ɡʷ	ɡʷʰ	ɡʷˤ	ɡʷ̃	ɡˀ	ɡː	ɡˤ	ɡ̥	ɡ̥ʲ	ɢ	ɢʲ	ɢʷ	ɢˤ	ɣ	ɣʰ	ɣʲ	ɣʷ	ɣː	ɤ	ɤa	ɤi	ɤĭ̯	ɤi̤̯	ɤi̯	ɤu	ɤŭ̯	ɤɑ	ɤɯ̯̆	ɤː	ɤ̃	ɤ̆	ɤ̤	ɤ̤̆	ɤ̰	ɥ	ɦ	ɧ	ɨ	ɨa	ɨe	ɨi	ɨiː̯	ɨĩ	ɨi̯	ɨo	ɨu	ɨɘ	ɨə	ɨə̯	ɨʰ	ɨˀ	ɨː	ɨːˀ	ɨ˞	ɨˤ	ɨ̃	ɨ̃ː	ɨ̆	ɨ̠	ɨ̤	ɨ̤ː	ɨ̥	ɨ̯	ɨ̰	ɪ	ɪu̯	ɪəː	ɪɪ	ɪʰ	ɪʲ	ɪː	ɪ̃	ɪ̆	ɪ̯	ɪ̰	ɫ	ɫː	ɫ̩	ɬ	ɬʰ	ɬʼ	ɬː	ɬˤ	ɭ	ɭː	ɭ̥ʰ	ɮ	ɮʲ	ɯ	ɯa	ɯĭ̯	ɯi̯	ɯɤ	ɯɤ̯	ɯɯ	ɯː	ɯ̃	ɯ̃ː	ɯ̆	ɯ̠	ɯ̤	ɯ̰̆	ɰ	ɱ	ɲ	ɲʰ	ɲʲ	ɲˀ	ɲː	ɲːʲ	ɲ̥	ɲ̥ʰ	ɲ̥ː	ɲ̩	ɳ	ɳː	ɴ	ɴː	ɵ	ɵ̆	ɶ	ɸ	ɸʲ	ɸʷ	ɹ	ɹʲ	ɹ̥	ɺ	ɻ	ɻ̥	ɽ	ɽʰ	ɽː	ɾ	ɾʰ	ɾʲ	ɾʲː	ɾʲ̥	ɾˠ	ɾ̥	ɿ	ɿ̃	ɿ̃ː	ʀ	ʀˀ	ʁ	ʁʲ	ʁʷ	ʁˀ	ʁˤ	ʂ	ʂʷ	ʂː	ʃ	ʃʰ	ʃʲ	ʃʲʲ	ʃʲʷ	ʃʲː	ʃʷ	ʃʷʼ	ʃʼ	ʃʼʷ	ʃː	ʃːʲ	ʄ	ʅ	ʅ̃	ʈ	ʈʂ	ʈʂʰ	ʈʰ	ʈʰː	ʈː	ʈ͡ʂ	ʈ͡ʂʰ	ʈ͡ʂʼ	ʉ	ʉː	ʉ̃	ʉ̠	ʉ̤	ʊ	ʊʊ	ʊʲ	ʊˀ	ʊː	ʊ̃	ʊ̃ː	ʊ̆	ʊ̯	ʊ̰	ʋ	ʋː	ʌ	ʌə	ʌʲ	ʌː	ʌ̃	ʌ̆	ʍ	ʎ	ʎʲ	ʎː	ʎːʲ	ʎː̻	ʎ̥ʰ	ʎ̥ː	ʏ	ʏ̯	ʐ	ʐʷ	ʐː	ʐ̩	ʑ	ʑː	ʒ	ʒʲ	ʒʲʷ	ʒː	ʒˤ	ʒ̟	ʔ	ʔʰ	ʔʲ	ʔʷ	ʔː	ʔˤ	ʕ	ʙ	ʝ	ʝʲ	ʝː	ʝːʲ	ʟ	ʤ	ʥ	ʦ	ʨ	ʨʰ	ʰk	ʰl	ʰm	ʰmʷ	ʰn	ʰp	ʰr	ʰs	ʰt	ʰv	ʰʝ	ʲa	ʲi	ʲiː	ʲk	ʲo	ʷa	ʷaː	ʷi	ʷk	ʷp	ʷq	ʷs	ʷt	ʷŋ	ʷə	ʷβ	ˀb	ˀd	ˀdʑ	ˀdʒ	ˀf	ˀh	ˀj	ˀk	ˀl	ˀm	ˀmʷ	ˀn	ˀp	ˀpʷ	ˀr	ˀs	ˀsʰ	ˀt	ˀt̪	ˀv	ˀw	ˀx	ˀð	ˀŋ	ˀɡ	ˀɭ	ˀɲ	ˀɸ	ˀʐ	˦	˦ː	˨	˨ː	β	βʰ	βʲ	βʷ	βˀ	βː	θ	θː	θˤ	χ	χʲ	χʷ	χː	⁴	⁴²	⁴²⁴	⁴³	⁴³³	⁴³⁴	⁴¹	⁴¹²	⁴⁴	⁴⁵	⁴⁵²	⁴⁵³	⁵	⁵²	⁵³	⁵¹	⁵⁴	⁵⁴⁵	⁵⁵	ⁿb	ⁿbʷ	ⁿd	ⁿdz	ⁿdʑ	ⁿdʒ	ⁿdʷ	ⁿk	ⁿm	ⁿp	ⁿr	ⁿs	ⁿt	ⁿts	ⁿtʃ	ⁿw	ⁿz	ⁿɖ	ⁿɖʐ	ⁿɡ	ⁿɡʷ	ⁿɢ	ⁿʒ	ⁿʙ	ⁿβ
#	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-	0	5093166	0	17829	42948	69	3	170	5	0	1	13	0	18	0	112	0	0	0	2	7	0	0	1	43	0	0	51	6	14	1885	3	1	0	1	565	30	7	121	80	1	44	25	1	50	1	4629	0	8	19	11	0	0	11	0	5	1	7	1473	85	3	0	2	15	0	7	9	0	6593	179	0	0	193	3	0	403	6	1	2	17	12	2	106	1	0	42	4	6	0	2	42	125	9	1	13	0	45	1	3	33	0	0	0	215	1	1	0	17973	49	3	0	2	147	0	2	4	1	7	0	0	1	75	0	1	22	902	0	5	1	206	7	0	1	59	34	2	31	0	4	8	134	1	1159	0	1	0	16	4	0	5571	0	5	28	0	31693	18	11	0	4	0	0	1	4	0	14	8	4	0	2	15	1336	5	0	307	3	33	0	1	1	4	0	5	32	24	3	0	372	3	2	11565	6	0	4	41	0	5	0	14374	14	8	0	568	2	0	2	0	21	3	224	0	0	57	2	0	0	56	2	1	0	11	147	10	1	1	6	10411	4	50	5	6	0	2	299	4	2	1	9	0	1	0	0	0	27	26	0	9011	2	12	1	4	39	0	1	0	2	39	0	2	2	1	0	15	0	0	1	0	32	11957	33	81	0	0	2	4	2	155	4	0	0	15	0	1	0	0	47	119	5	21	1	1	14422	4	0	1	18	0	1	0	0	1	3	19	0	0	4	0	0	1	3	1341	3	0	2	166	8	0	2	41	9	2	25	8	6	7	9	5526	0	6	227	0	0	16	40	1	0	13	0	0	0	3	134	2	2	0	0	0	0	0	3	1202	10	0	6	1	18	2	0	0	47	1	1	0	3	11	2	11	6	5	0	11545	9	0	61	0	8	0	139	1	3	2	1	5	0	178	0	2	0	3	0	1	8349	29	97	0	2	0	89	4	19	8	0	12	1	1	0	0	11453	892	216	0	1	16	4	2	0	4	1	8	9	3	175	170	10	0	1	678	50	0	0	20	1	17	0	355	0	2	0	88	4	1	3	2	0	40	0	0	2	0	8	216	10	0	8	1	368	1	4	1	28	10	1	0	0	409	27	0	85	0	23	0	1	6	6	165	1	4	0	2	10	6	5	0	1	0	0	541	22	2	10	19	0	0	6	13	0	2	23049	14	0	40	0	0	2	8	2	9	2	3	672	0	5	238	24	0	1	9	0	1	27	2	2721	3	7	4	20	3	16	0	4	7	91	5573	2	1	2	3	0	1	1797	22	13	1	18	1002	0	2	0	98	2	3	1	1	0	0	24	1593	0	61	1	0	7	1	0	515	148	75	0	28	1246	19	33	0	17	410	12	2	1	7	665	168	3	7	2011	1099	76	17	11	441	1	4	0	792	1	254	3	393	6	116	930	2	2	53	1	5	0	0	2	60	0	6	523	1	8	1	4	0	1	0	0	3	252	5	3	36	3	2	0	5	4	1	0	3	110	1	0	2	0	5642	14	0	5	0	3	19	0	0	0	0	10	137	1	0	11	0	0	4	0	0	24	17	0	848	1	0	1	68	2	2	12	0	51	5	186	0	29	1	3395	1	1	4	0	8	226	1	1	83	4	0	2	12	0	1	0	1	245	0	0	55	0	2	0	1	21	3442	1	14	0	0	0	0	9	0	0	6	1	0	1	0	4	146	6	0	359	32	0	20	1	3	89	20	0	0	318	4	27	0	10	211	18	1	0	4	0	1	57	0	199	1	0	1	7078	2	0	11	0	0	5	1	2	2	0	0	1	3	1	0	0	0	1	98	0	16	2	5	6	5	1	0	2	1	0	7873	0	0	49	3	6	1	2	20	0	0	0	1	1	0	1	20	105	6	100	0	0	15	1	0	46	2	0	11	58	12	0	2	2	0	1	0	0	1	1	160	2	0	3	14	3	6025	14	9	99	0	1	1	0	49	3	26	1	52	0	0	0	1626	2	1	13	2	380	0	1	0	0	0	1	0	0	0	9	0	4	0	0	0	18	330	5	3352	3	0	4	0	1	1	0	1	0	9	0	0	1	53	1	1	1	197	1	72	6	5	0	0	0	3	2587	0	0	0	0	0	5	3	9	14	1	145	0	3	138	1	0	7	0	206	5	0	84	4	1063	1	1	0	1	0	0	39	5	1	4	0	0	0	0	5	1270	1	0	0	24	0	2	1	0	0	462	7	586	0	39	19	0	32	0	0	2209	0	0	32	18	0	122	4	1	2789	0	40	1	2	38	0	157	1	0	54	1	848	1	3	4	1	149	3	0	1518	0	5	0	1	0	0	1	2	0	18	1	0	39	0	165	37	32	3	0	31	31	0	4	169	15	0	0	2	3032	0	0	0	10	50	1	0	106	0	145	4	460	0	0	5	16	1	0	210	2	11	1	0	0	1	280	12	63	1	0	9	34	0	517	4	0	0	0	1	6300	2	16	1	0	0	119	3	78	7	4	8	5	0	44	5	18	21	1	2	19	0	2	1	0	0	0	1	0	0	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	6	5	0	0	0	2	2	6	5	7	1	14	1	0	0	3	0	8	0	2	6	1	0	2	0	0	1	0	1	149	49	23	646	828	1	0	2	0	1	390	0	0	734	3	6	5	211	140	2	81	0	12	30	16	258	259	0	44	307	137	923	249	112	1	2537	63	2	85	1	0	1	0	3	0	3	2	0	1	0	0	0	1	0	0	122	4	0	4	6	0
