	#	-	_	a	b	c	c͡ç	d	d̪	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	l̪	m	n	n̪	o	p	p͡f	q	q͡χ	r	s	s̪	t	t̪	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̪	̯	β	θ	χ
d͡ʑ	0.0	2.640967650547161E-4	5.780012716027973E-4	0.0	0.0	0.0	0.0	0.0	0.006980802792321117	0.0	0.770745428973277	0.004854368932038835	3.949187125649971E-4	0.0	0.0012175077616119803	1.7193504294077706E-4	0.0075475626577831	2.522004489167989E-4	7.742335088262624E-4	0.0	5.735370026956236E-4	4.2175703982792317E-4	0.0	2.8450311530911254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004639294827186269	0.0	0.0	3.3892943489165537E-4	0.0	9.000090000900005E-4	0.0	0.0	0.002479697476907817	0.0	0.010869565217391302	0.0	0.0	0.0	0.0025619128949615714	0.0	0.0	0.0	0.0	0.0	0.004266211604095563	0.0	0.0	0.0	1.9754257042392642E-4	4.31480842250604E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83045116413873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026080153003564285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002550369803621524	0.0016220600162206006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006482982171799028	0.0	0.0	0.0	0.0	0.0
d͡ʒ	0.0	0.0012964750284504246	0.0034680076296167836	0.0	0.0	0.0	0.0	0.007392804337111882	0.0034904013961605585	0.05181347150259066	0.5949367088607596	0.8774271844660194	9.21476995984993E-4	0.0010161568946245303	0.005478784927253911	0.0013754803435262165	0.02394399187986363	0.0018915033668759922	0.0030969340353050497	0.0	0.0036324010170722828	0.002249370879082257	0.0	8.535093459273378E-4	0.0	0.0	0.0	0.0	0.0	1.1815023984498687E-4	0.0	0.0011645510655642238	0.007789678675754624	0.0029472443265546717	0.01159823706796567	0.013106159895150724	0.015766383328763366	0.0013557177395666215	0.0015298122155505411	0.006300063000630004	0.004992511233150276	0.0013257324671881216	0.013638336122992993	5.187798298402158E-4	0.0	0.0	0.0	0.005750431282346174	0.005123825789923143	0.0	0.0	0.0	0.0	0.0	0.006399317406143345	0.004627487274409997	0.0	0.0	0.0013827979929674848	0.0	0.0	0.03917727717923604	0.0	2.7278430944652096E-4	0.0	0.0	0.0	0.0	0.006097560975609755	0.0014491353492416192	0.0030467369447321918	0.006393861892583119	0.0031585596967782683	0.0	0.0	0.0022722108611679163	0.0	0.0	0.0	0.04366812227074236	0.0	0.0	0.0	0.0	0.0	0.0	0.005216030600712857	0.0	0.0	0.0	4.2135423250326564E-4	0.0	0.0	0.0	0.0	0.002550369803621524	0.0064882400648824026	0.0	0.004299226139294928	0.0	0.0	0.0	0.04952076677316291	0.002587322121604141	0.010080645161290326	0.0	0.019157088122605363	0.0	0.0	2.556629339878305E-4	0.0035599857600569613	0.0025351755609075914	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.008643042350907518	0.001194172438500119
e	0.0	0.061198423102224675	0.029478064851742664	0.007632652676611107	8.716622599296859E-4	0.002447381302006853	0.0672268907563025	0.0016428454082470848	0.02094240837696335	0.020725388601036263	0.01406469760900141	0.0024271844660194177	0.9158823142236556	0.009145412051620772	0.022523893589821636	0.2209279334267515	0.02056060172292638	0.005926710549544775	0.007897181790027876	0.028169014084507046	0.015485499072781841	0.00913806919627167	0.0136147038801906	0.07966087228655153	3.948745286185318E-4	0.0	9.153737013135608E-4	0.03879728419010669	6.747258926061289E-4	8.27051678914908E-4	0.0	5.822755327821119E-4	0.02726387536514118	0.0	0.03711435861749015	0.026212319790301447	0.0	0.015364801048421712	0.009178873293303247	0.027900279002790015	0.01560159760359461	0.08749834283441603	0.011158638646085177	0.36864494708445733	0.021739130434782605	0.0023775558725630036	0.2858235594084651	0.005750431282346174	0.01878736122971819	0.010672358591248666	0.0051347881899871635	0.009981358345443074	0.010479434110558032	0.004570493853888525	0.008532423208191127	0.04164738546968997	0.0	0.5399673735725938	0.38975149144640686	0.6175138073869519	0.6544117647058825	0.029382957884427033	0.0	2.7278430944652096E-4	0.0	0.0	0.006962576153176675	0.0	0.03658536585365853	0.07583808327697805	0.5649868990311376	0.008525149190110826	0.031585596967782695	0.00937207122774133	0.04528985507246377	0.689161554192229	0.0	0.0	0.0	0.0	0.041724617524339355	0.0	0.02435064935064935	0.0	0.0	0.025252525252525252	0.026949491437016432	0.0	0.0020701790704895978	0.0	0.0012640626975097967	0.04778453518679409	0.0	0.07156798959011061	0.030404378230465188	0.012751849018107624	0.3453365774533659	0.0	0.02579535683576956	0.08711885500933417	0.0	0.0	0.0	0.0	0.010080645161290326	0.05154639175257733	0.8314176245210727	0.0	0.0029897600717542425	0.0017896405379148133	0.024919900320398727	0.027886931169983507	0.006839945280437757	0.001887148518588413	0.0	0.0013846579894765995	0.012965964343598056	0.0	0.005944125222904695	0.00802997858672377	0.0	0.01671841413900167
f	0.0	0.0017766509649135447	0.0	0.0	2.905540866432286E-4	0.0	0.016806722689075626	0.0	0.0	0.010362694300518132	0.0	0.0	5.26558283419996E-4	0.9361853470175795	0.007913800450477872	9.456427361742739E-4	0.003123129375634387	0.004413507856043981	0.0018581604211830298	0.0	0.0032500430152752006	0.002811713598852822	0.00340367597004765	0.001991521807163788	0.004343619814803849	0.811111111111111	0.0	0.0	0.0	1.1815023984498687E-4	0.0	0.0	0.001947419668938656	0.0	0.004639294827186269	0.0	0.0	3.3892943489165537E-4	0.04627681952040387	0.01980019800198001	0.016849725411882177	0.0	0.006199243692269542	0.0010375596596804316	0.0	0.0	0.0	0.005750431282346174	0.0034158838599487626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011852554225435584	0.001510182947877114	0.0	0.0	0.0	2.7278430944652096E-4	0.0	0.0	0.0	0.0	0.0	9.66090232827746E-4	0.0024373895557857532	0.0021312872975277064	0.009475679090334805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3983739837398373	0.008116883116883116	0.0	0.0	0.0	0.0026080153003564285	0.0	0.0	0.0	4.2135423250326564E-4	0.0	0.0	0.0	0.002280328367284889	0.04590665646518745	0.0	0.0	0.004299226139294928	0.0	0.0	0.0	0.0	0.002587322121604141	0.0	0.0	0.0	0.0	0.0	0.0	0.0035599857600569613	0.0012675877804537957	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0026766595289079227	0.017286084701815037	0.005970862192500595
h	0.0	0.010131712259371838	0.005780012716027973	9.423027995816182E-5	8.716622599296859E-4	0.009789525208027412	0.05042016806722688	6.160670280926569E-4	0.0034904013961605585	0.0	0.0	0.0	3.949187125649971E-4	0.0010161568946245303	0.8568819626225117	0.002493058122641267	0.009629648908206025	0.012988323119215144	0.005729327965314341	0.0	0.007647160035941649	0.007029283997132054	0.00340367597004765	0.0028450311530911257	3.948745286185318E-4	0.0	4.576868506567804E-4	0.0	3.3736294630306446E-4	5.907511992249343E-4	0.0	0.004658204262256895	0.001947419668938656	9.824147755182237E-4	0.013917884481558805	0.026212319790301447	0.001370989854675075	4.5190591318887386E-4	0.0	0.0	0.057413879181228165	0.005302929868752486	0.016737957969127765	0.0025938991492010788	0.010869565217391302	0.0023775558725630036	0.002549719530851607	0.09775733179988497	0.011955593509820665	0.0	6.418485237483954E-4	0.001614631497056968	0.0	0.0012027615404969804	0.0	0.0	0.0	0.0	9.877128521196322E-4	0.0032361063168795294	0.0	0.0	0.0	0.0016367058566791257	0.0	0.0015850372483753364	0.0	0.0	0.5542682926829268	9.66090232827746E-4	0.007921516056303698	0.006393861892583119	0.015792798483891347	0.0	0.0	0.009088843444671665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008693384334521428	0.0	0.003105268605734396	0.0035236081747709643	4.2135423250326564E-4	0.008688097306689836	0.0	0.019518542615484708	0.008361204013377926	0.020402958428972193	0.008110300081103002	0.0	0.004299226139294928	0.0	0.0	0.0	0.0015974440894568676	0.0	0.0	0.3608247422680413	0.0	0.0	7.474400179385606E-4	7.669888019634914E-4	0.0	0.0012675877804537957	0.0034199726402188786	0.0	0.0	0.0	0.003241491085899514	0.0	0.00396275014860313	0.0026766595289079227	0.0	0.009553379508000953
i	0.0	0.25918936698406303	0.042194092827004204	0.0056538167974897096	0.0020338786065026006	0.024473813020068534	0.05042016806722688	0.0039017578445868263	0.0	0.031088082901554397	0.01406469760900141	0.0024271844660194177	0.060290923451589554	0.0010161568946245303	0.004870031046447921	0.9127515624597027	0.24167816151784094	0.01185342109908955	0.01254258284298545	0.05633802816901409	0.020838511097940993	0.015183253433805236	0.0204220558202859	0.03613189564425729	0.0011846235858555953	0.0	0.001373060551970341	0.019398642095053344	8.996345234748386E-4	0.001772253597674803	0.0	0.0011645510655642238	0.0	9.824147755182237E-4	0.02319647413593134	0.013106159895150724	0.001370989854675075	0.0039541767404026465	0.0038245305388763524	0.003600036000360002	0.0031203195207189214	0.08484687790003978	0.012398487384539084	0.03320190910977381	0.0	0.0023775558725630036	0.010198878123406427	0.0	0.0273270708795901	0.0240128068303095	0.015404364569961493	0.009541004300791174	0.010479434110558032	0.005773255394385505	0.006399317406143345	0.0	0.0	0.46655791190864604	0.04820038718343805	0.40500949257852936	0.0	0.029382957884427033	0.5164835164835165	0.0021822744755721677	0.0	0.003170074496750673	0.04177545691906005	0.0	0.0	0.09371075258429136	1.0	0.01705029838022165	0.04106127605811749	0.04686035613870665	0.04528985507246377	0.7618723017496023	0.0	0.0154487872701993	0.0	0.0	0.0	0.0	0.0	0.06944444444444443	0.017006802721088444	0.025252525252525252	0.01217073806833	0.0	0.0	0.0035236081747709643	0.002949479627522859	0.0	0.0	0.013012361743656473	0.05244755244755245	0.030604437643458295	0.05677210056772102	0.0	0.0644883920894239	0.4735532047293093	0.021953896816684977	0.0	0.0015974440894568676	0.007761966364812422	0.0	0.0	0.7164750957854407	0.0	0.0022423200538156823	0.03962775476811372	0.0	0.04056280897452146	0.0034199726402188786	0.001887148518588413	0.0	0.004153973968429798	0.016207455429497572	0.0	0.06934812760055478	0.0026766595289079227	0.017286084701815037	0.004776689754000476
j	0.0	0.04547266118305748	0.020808045777700707	1.4134541993724272E-4	0.0011622163465729145	0.053842388644150765	0.016806722689075626	0.0016428454082470848	0.010471204188481674	0.010362694300518132	0.42616033755274274	0.06310679611650485	0.001974593562824985	0.0010161568946245303	0.004870031046447921	0.008940622232920406	0.8991229211670093	0.008700915487629562	0.011303809228863431	0.08450704225352114	0.015676678073680377	0.011246854395411288	0.0204220558202859	0.0056900623061822515	5.923117929277976E-4	0.0	0.0	0.0	4.498172617374193E-4	9.45201918759895E-4	0.0	6.793214549124639E-4	0.001947419668938656	0.0029472443265546717	0.01159823706796567	0.0	0.001370989854675075	0.0011297647829721846	0.005354342754426894	0.0	0.001872191712431353	0.002651464934376243	0.006199243692269542	5.187798298402158E-4	0.010869565217391302	0.0	0.005099439061703214	0.005750431282346174	0.01537147736976943	0.0	0.0019255455712451866	2.9356936310126697E-4	0.0039297877914592615	0.0	0.0021331058020477816	0.0	0.0	0.0	0.0	0.006903693476009664	0.0	0.5161606268364349	0.0	0.005182901879483898	0.0	0.011095260738627355	0.0017406440382941688	0.02695417789757413	0.0	0.006762631629794221	0.029858022058375476	0.031969309462915596	0.03474415666456095	0.01874414245548266	0.018115942028985508	0.013633265167007498	0.0	0.016993665997219232	0.0	0.0	0.0	0.0	0.0	0.0	0.017006802721088444	0.0	0.021733460836303568	0.0	0.0	0.0	4.2135423250326564E-4	0.0	0.0	0.0	0.007601094557616297	0.025503698036215248	0.012976480129764805	0.0	0.4828030954428203	0.0	0.0	0.0	0.1761980830670925	0.0	0.0	0.0	1.0	0.0	0.0014948800358771212	0.007925550953622743	0.0	0.016478641145899347	0.0034199726402188786	0.0	0.0	0.0	0.0	0.0	0.021795125817317216	0.0	0.0	0.0035825173155003575
k	0.0	0.03884623325986643	0.026588058493728674	5.653816797489709E-4	0.0014527704332161432	0.26235927557513467	1.0	0.001437489732216199	0.0	0.0	0.0	0.004854368932038835	6.581978542749952E-4	0.009145412051620772	0.032263955682717484	0.0014614478649966048	0.004424433282148714	0.9239489546291393	0.020284917931248075	0.05633802816901409	0.028294492132984097	0.024602493989962185	0.034036759700476496	0.015647671342001193	0.0033564334932575197	0.0	0.06087235113735178	0.0	0.0011245431543435483	0.003308206715659632	0.0	0.0024261480532587996	0.005842259006815967	0.0373317614696925	0.032475063790303876	0.09174311926605506	0.029476281875514116	0.0016946471744582771	0.0030596244311010823	0.011700117001170006	0.08237643534697954	0.010605859737504972	0.0	0.0	0.5521739130434782	0.0023775558725630036	0.012748597654258034	0.0	0.04269854824935953	0.0026680896478121665	0.0019255455712451866	8.807080893038007E-4	0.0	0.0012027615404969804	0.021331058020477817	0.004627487274409997	0.8125	0.016313213703099513	7.901702816957057E-4	0.003451846738004832	0.0	0.56513222331048	0.2967032967032967	0.16708038953599408	0.08486562942008488	0.057061340941512106	0.0034812880765883376	0.0	0.030487804878048773	9.66090232827746E-4	0.00365608433367863	0.01705029838022165	0.03474415666456095	0.01874414245548266	0.018115942028985508	0.029538741195182912	0.0	0.00463463618105979	0.0	0.0	0.01390820584144645	0.0	0.0	0.0	0.0	0.025252525252525252	0.027818829870468575	0.0	0.0020701790704895978	0.007047216349541929	0.011797918510091435	0.004344048653344918	0.016501650165016497	0.006506180871828237	0.0030404378230465185	0.012751849018107624	0.035685320356853206	0.0	0.05588993981083405	0.037336652146857496	0.0	0.0	0.0031948881789137353	0.002587322121604141	0.0	0.309278350515464	0.0	0.0	0.0037372000896928035	7.669888019634914E-4	0.0035599857600569613	0.02535175560907591	0.06155950752393981	0.007548594074353652	0.0	0.0	0.009724473257698542	0.0	0.029720626114523474	0.0	0.025929127052722555	0.06926200143300691
l	0.0	0.02441694636914966	0.030056066123345465	3.769211198326473E-4	0.0020338786065026006	0.002447381302006853	0.0	0.007803515689173653	0.0034904013961605585	0.010362694300518132	0.0	0.0024271844660194177	0.0017113144211149875	0.0010161568946245303	0.0042612771656419315	0.0011175777791150507	0.004944954844754445	0.0016393029179591929	0.9375348405078971	1.0	0.028485671133882638	0.02643010782921652	0.0136147038801906	0.007112577882727815	0.0017769353787833928	0.0	0.001373060551970341	0.0	0.0034860837784649996	0.001772253597674803	0.0	0.003493653196692671	0.003894839337877312	0.005894488653109343	0.006958942240779403	0.2804718217562254	0.00274197970935015	0.0024854825225388063	0.009178873293303247	0.07830078300783005	0.003744383424862706	0.002651464934376243	0.0018597731076808628	0.0015563394895206472	0.0	0.003566333808844506	0.0	0.01725129384703852	0.009393680614859096	0.0026680896478121665	0.0	0.0019082008601582353	0.002619858527639508	0.002646075389093357	0.0021331058020477816	0.0	0.0	0.0	5.926277112717792E-4	8.62961684501208E-4	0.0	0.03917727717923604	0.0	0.004910117570037377	0.0	0.004755111745126009	0.0017406440382941688	0.0	0.0	0.002415225582069365	0.001828042166839315	1.0	0.7574226152874288	0.2942830365510778	1.0	0.03408316291751875	0.0	0.00463463618105979	0.008237232289950571	0.0	0.01390820584144645	0.0	0.0	0.06944444444444443	0.0	0.050505050505050504	0.05216030600712857	0.0	0.0041403581409791956	0.007047216349541929	0.004213542325032656	0.0	0.0	0.0	0.014442079659470962	0.0	0.016220600162206004	0.0	1.0	0.02489110143123833	0.0	0.03144654088050314	0.0031948881789137353	0.005174644243208282	0.0	0.05154639175257733	0.8122605363984674	0.0	7.474400179385606E-4	7.669888019634914E-4	0.0035599857600569613	0.021548992267714527	0.017099863201094394	0.003774297037176826	0.0	0.0013846579894765995	0.0	0.0	0.02377650089161878	0.0026766595289079227	0.008643042350907518	0.004776689754000476
l̪	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6732394366197183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004299226139294928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
m	0.0	0.012772679909918998	0.032368071209756655	4.7115139979080913E-4	0.004648865386291658	0.0	0.016806722689075626	0.00513389190077214	0.0034904013961605585	0.0	0.01406469760900141	0.007281553398058252	0.0013163957085499903	0.004064627578498121	0.0042612771656419315	9.456427361742739E-4	0.0018218254691200588	0.0011349020201255951	0.0023227005264787872	0.028169014084507046	0.9135679736937695	0.03739579086474252	0.0	0.009388602805200716	0.0023692471717111905	0.0	0.0018307474026271215	0.0	0.0013494517852122578	0.00189040383751979	0.0	0.00194091844260704	0.001947419668938656	0.0029472443265546717	0.0023196474135931343	0.0	0.0034274746366876876	0.002259529565944369	0.004206983592763988	0.008100081000810005	0.001872191712431353	0.005302929868752486	6.199243692269542E-4	0.0025938991492010788	0.0	0.0	0.010198878123406427	0.01725129384703852	0.006831767719897525	0.0	0.0019255455712451866	0.0011742774524050679	0.0039297877914592615	0.0014433138485963762	0.004266211604095563	0.0	0.0	0.0	1.9754257042392642E-4	0.001510182947877114	0.0	0.04897159647404506	0.0	0.0016367058566791257	0.0	0.0015850372483753364	0.0	0.0	0.006097560975609755	9.66090232827746E-4	0.001828042166839315	0.0	0.0031585596967782683	0.0	0.036231884057971016	0.056805271529197905	0.0	0.0061795149080797205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050505050505050504	0.041728244805702856	0.0	0.0020701790704895978	0.0	0.0016854169300130626	0.0	0.0	0.013012361743656473	0.009121313469139556	0.007651109410864574	0.0016220600162206006	0.0	0.05159071367153912	0.0	0.010976948408342489	0.0	0.0031948881789137353	0.002587322121604141	0.0	0.05154639175257733	0.0	0.0	7.474400179385606E-4	0.0025566293398783047	0.0071199715201139225	0.0025351755609075914	0.006839945280437757	0.001887148518588413	0.008912655971479501	0.049847687621157585	0.0	0.0	0.029720626114523474	0.0	0.0	0.002388344877000238
n	0.0	0.005329952894740634	0.02369805213571469	7.538422396652946E-4	0.0017433245198593718	0.0	0.0	0.008008871365204537	0.0034904013961605585	0.0	0.0	0.0024271844660194177	0.0013163957085499903	0.0030484706838735907	0.003652523284835941	0.0013754803435262165	0.004164172500845849	0.0031525056114599863	0.005884174667079594	0.028169014084507046	0.008603055040434356	0.8820204973921356	0.3907420013614702	0.008250590343964265	0.0031589962289482543	0.0	0.0018307474026271215	0.029097963142580015	0.0024739949395558057	0.00378080767503958	0.0	0.0036877450409533753	0.0	0.006876903428627566	0.0	0.013106159895150724	0.004112969564025226	0.0016946471744582771	0.002677171377213447	0.006300063000630004	0.001872191712431353	0.002651464934376243	0.006199243692269542	0.0025938991492010788	0.0	0.009510223490252014	0.005099439061703214	0.005750431282346174	0.07856532877882152	0.0026680896478121665	0.0012836970474967909	0.0013210621339557011	0.001309929263819754	0.0014433138485963762	0.004266211604095563	0.004627487274409997	0.0	0.0	0.0027655959859349695	0.001294442526751812	0.07352941176470588	0.4965719882468169	0.0	0.0027278430944652093	0.014144271570014145	0.0	0.0034812880765883376	0.0	0.006097560975609755	0.001932180465655492	0.0030467369447321918	0.0	0.0031585596967782683	0.0	0.018115942028985508	0.011361054305839582	0.078125	0.4487872701992896	0.1342668863261943	0.04366812227074236	0.01390820584144645	0.0	0.0	0.0	0.0	0.0	0.016517430235590713	0.00405844155844156	0.0020701790704895978	0.007047216349541929	0.004634896557535921	0.0	0.0	0.0	0.005320766190331407	0.002550369803621524	0.0	0.0	0.03869303525365435	0.006222775357809582	0.0	0.0	0.0031948881789137353	0.002587322121604141	0.0	0.0	0.038314176245210725	0.0	0.0044846401076313646	0.001022651735951322	0.0071199715201139225	0.0012675877804537957	0.010259917920656636	0.015097188148707304	0.017825311942959002	0.3622265300470784	0.003241491085899514	0.0	0.027739251040221912	0.0053533190578158455	0.008643042350907518	0.002388344877000238
n̪	0.0	7.202639046946802E-4	5.780012716027973E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6454010529575746E-4	0.0	0.0013382530062897883	0.02488366534984747	0.8747447243022465	0.0011380124612364502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001947419668938656	0.0	0.0	0.013106159895150724	0.0	1.1297647829721847E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00937207122774133	0.0	0.0045444217223358325	0.0	0.0015448787270199301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001738676866904286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032441200324412013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012675877804537957	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.0	0.0
o	0.0	0.002833038025132409	0.005202011444425177	0.00466439885792901	2.905540866432286E-4	0.0	0.0	2.053556760308856E-4	0.0	0.0	0.0	0.0	0.00394918712564997	0.0010161568946245303	6.087538808059902E-4	0.0011175777791150507	0.0	1.2610022445839946E-4	1.5484670176525245E-4	0.0	0.0011470740053912472	1.4058567994264107E-4	0.0068073519400953	0.7313152579020741	3.948745286185318E-4	0.0	0.0	0.009699321047526672	2.2490863086870966E-4	1.1815023984498687E-4	0.0	3.8818368852140797E-4	0.0	0.0	0.0	0.0	0.001370989854675075	0.03818604966445984	3.824530538876353E-4	0.021600216002160014	0.0	0.01458305713906934	0.0	0.0015563394895206472	0.0	0.0	0.017848036715961246	0.0	0.0	0.042689434364994665	0.013478818998716306	0.008219942166835473	0.018339009693476554	0.183613576772269	0.0021331058020477816	0.004627487274409997	0.0	0.0	0.016198490774761966	0.003883327580255435	0.0	0.029382957884427033	0.0	0.0	0.0	0.0	0.010443864229765013	0.05390835579514826	0.0	0.006279586513380349	0.0024373895557857532	0.0	0.0	0.0	0.0	0.022722108611679163	0.0	0.0	0.008237232289950571	0.0	0.01390820584144645	0.0	0.0	0.0	0.0	0.0	0.001738676866904286	0.00405844155844156	0.0010350895352447989	0.0	4.2135423250326564E-4	0.0	0.0	0.05855562784645413	0.028884159318941924	0.0	0.008110300081103002	0.0	0.008598452278589856	0.02489110143123833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022423200538156823	0.0	0.0071199715201139225	0.0025351755609075914	0.0034199726402188786	0.007548594074353652	0.0	0.0	0.0	0.0	0.005944125222904695	0.0	0.0	0.001194172438500119
p	0.0	0.012556600738510592	0.02023004450609791	0.00471151399790809	0.28000697329807944	0.036710719530102805	0.05042016806722688	0.016839165434532618	0.017452006980802792	0.041450777202072527	0.02812939521800282	0.03640776699029126	0.005528861975909958	0.2345290112793416	0.06635417300785293	0.006877401717631083	0.0150951253155662	0.022698040402511905	0.01300712294828121	0.0	0.024279733114114733	0.01602676751346108	0.0204220558202859	0.011949130842982728	0.9880747892357203	1.0	0.030665018994004277	0.009699321047526672	0.012032611751475967	0.012760225903258584	0.5178571428571429	0.015333255696595613	0.02726387536514118	0.01866588073484625	0.048712595685455815	0.013106159895150724	0.026048807238826428	0.009941930090155225	0.038627758442651164	0.05310053100531004	0.07988017973040441	0.01590878960625746	0.029756369722893805	0.011931936086324962	0.07608695652173912	0.010699001426533516	0.01529831718510964	0.01725129384703852	0.023057216054654144	0.008004268943436501	0.0038510911424903733	0.0071924493959810406	0.014409221902017292	0.010343749248274029	0.036262798634812285	0.032392410920869974	0.0	0.016313213703099513	0.009284500809924542	0.006687953054884361	0.0	0.029382957884427033	0.0	0.018822117351809945	0.04243281471004244	0.025360595974005383	0.019147084421235857	0.05390835579514826	0.02439024390243902	0.01642353395807168	0.015843032112607396	0.010656436487638534	0.04106127605811749	0.00937207122774133	0.06340579710144927	0.056805271529197905	0.0	0.016993665997219232	0.016474464579901142	0.0	0.0278164116828929	0.3170731707317072	0.05681818181818181	0.29861111111111105	0.03401360544217689	0.050505050505050504	0.03564287577153785	0.0	0.016561432563916782	0.024665257223396752	0.026123962415202467	0.01737619461337967	0.024752475247524747	0.013012361743656473	0.011401641836424444	0.030604437643458295	0.029197080291970805	0.0	0.021496130696474637	0.018668326073428748	0.03293084522502746	0.03144654088050314	0.01437699680511181	0.007761966364812422	0.05040322580645163	0.309278350515464	0.07662835249042145	0.0	0.008969280215262729	0.006647236283683592	0.04627981488074049	0.017746228926353143	0.0	0.009435742592942066	0.0445632798573975	0.019385211852672394	0.009724473257698542	0.0	0.021795125817317216	0.09903640256959315	0.0	0.034631000716503456
p͡f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.087538808059902E-4	0.0	0.0	1.2610022445839946E-4	0.0	0.0	3.8235800179708246E-4	0.0	0.0	0.0	0.0	0.7444444444444445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9754257042392642E-4	2.15740421125302E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
