	#	-	_	a	b	c	c͡ç	d	d̪	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	l̪	m	n	n̪	o	p	p͡f	q	q͡χ	r	s	s̪	t	t̪	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̪	̯	β	θ	χ
q	0.0	0.008859246027744567	0.010404022888850353	0.0022615267189958835	0.007844960339367175	0.017131669114047975	0.0	0.013142763265976678	0.017452006980802792	0.0	0.01406469760900141	0.014563106796116504	0.005265582834199961	0.015242353419367955	0.024350155232239608	0.00464224615940098	0.010410431252114622	0.07868654006204127	0.010219882316506664	0.0	0.016632573078173084	0.01433973935414939	0.0136147038801906	0.00881959657458249	3.948745286185318E-4	0.0	0.9718064899995423	0.4975751697381183	0.007309530503233063	0.015241380940003307	0.5178571428571429	0.009413454446644143	0.015579357351509247	0.01571863640829158	0.032475063790303876	0.013106159895150724	0.016451878256100904	0.016494565831393894	0.008796420239415612	0.01350013500135001	0.2679106340489267	0.07821821556409919	0.00867894116917736	0.0031126789790412944	0.021739130434782605	0.0	0.012748597654258034	0.04600345025876939	0.01964133219470538	0.0	0.0	0.001614631497056968	0.0039297877914592615	0.0021649707728945648	0.042662116040955635	0.023137436372049985	0.0	0.0	0.0077041602465331305	0.004099068001380737	0.0	0.04897159647404506	0.0	0.04419105813033639	0.3917963224893919	0.3734347757172293	0.008703220191470844	0.0	0.0	0.01449135349241619	0.01462433733471452	0.006393861892583119	0.02210991787744788	0.028116213683223992	0.018115942028985508	0.047716428084526245	0.0	0.0061795149080797205	0.0	0.04366812227074236	0.0	0.0	0.016233766233766232	0.06944444444444443	0.03401360544217689	0.0	0.021733460836303568	0.0	0.028982506986854364	0.007047216349541929	0.02359583702018287	0.030408340573414426	0.0	0.6551724137931034	0.004560656734569778	0.015302218821729148	0.0064882400648824026	0.0	0.021496130696474637	0.0	0.0	0.0	0.012779552715654941	0.012936610608020704	0.030241935483870976	0.0	0.05747126436781609	0.0	0.0	0.002812292273866135	0.03203987184051265	0.012675877804537956	0.0	0.0	0.0	0.008307947936859596	0.003241491085899514	0.0	0.01585100059441252	0.013383297644539613	0.017286084701815037	0.38320993551468824
q͡χ	0.0	9.363430761030844E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.581978542749952E-4	0.0	0.0	0.0	5.205215626057311E-4	6.305011222919973E-4	9.290802105915149E-4	0.0	3.8235800179708246E-4	7.029283997132055E-4	0.00340367597004765	0.0	0.0	0.0	0.0	0.8806983511154219	0.0	0.0	0.0	0.0	0.001947419668938656	0.0	0.0023196474135931343	0.0	0.0	2.2595295659443693E-4	0.0	0.0	6.240639041437845E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.539709649871906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9754257042392642E-4	2.15740421125302E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83045116413873E-4	0.0	0.0	0.0	0.0	0.009057971014492754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008116883116883116	0.0	0.0	0.0	8.69338433452143E-4	0.0	0.0	0.0	0.0	0.004344048653344918	0.0	0.0	7.601094557616296E-4	0.0	0.0016220600162206006	0.0	0.004299226139294928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019157088122605363	0.0	0.0	0.0	0.0	0.0012675877804537957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035825173155003575
r	0.0	0.03879821566622011	0.026588058493728674	6.124968197280518E-4	0.011912717552372375	0.009789525208027412	0.05042016806722688	0.041481846558238895	0.045375218150087264	0.06217616580310879	0.02812939521800282	0.07524271844660194	0.01066280523925492	0.021339294787115135	0.03043769404029951	0.00816691453968691	0.024985035005075096	0.01916723411767672	0.035305048002477565	0.4394366197183099	0.03269160915365055	0.03163177798709424	0.05786249149081004	0.018492702495092318	0.001974372643092659	0.0	0.001373060551970341	0.03879728419010669	0.9725161653078437	0.020203691013492755	0.05952380952380952	0.025134893831761165	0.03894839337877312	0.02652519893899204	0.06031083275342149	0.2280471821756226	0.025363312311488893	0.010280859525046879	0.017975293532718855	0.036000360003600025	0.048676984523215186	0.027840381810950558	0.051453722645837204	0.01867607387424777	0.032608695652173905	0.009510223490252014	0.03059663437021928	0.05750431282346174	0.04269854824935953	0.026680896478121666	0.07509627727856227	0.0017614161786076014	0.011789363374377785	0.011065406172572219	0.059726962457337884	0.08792225821378993	0.8125	0.016313213703099513	0.01165501165501166	0.011649982740766307	1.0	0.07835455435847208	0.0	0.0016367058566791257	0.0	0.02219052147725471	0.04003481288076588	0.02695417789757413	0.006097560975609755	0.02125398512221041	0.013405642556821643	0.051150895140664954	0.2867972204674668	0.21930646672914716	0.07246376811594203	0.03408316291751875	0.0	0.012359029816159441	0.016474464579901142	0.04366812227074236	0.01390820584144645	0.08130081300813005	1.0	0.3680555555555555	0.08503401360544222	0.8030303030303029	1.0	1.0	0.5851361142738848	0.19062720225510918	0.025702608182699198	0.06950477845351868	0.0	0.03253090435914118	0.01596229857099422	0.022953328232593724	0.03892944038929441	0.0	0.08168529664660361	0.012445550715619164	0.36772777167947335	0.0	0.035143769968051096	0.028460543337645552	0.07056451612903228	0.05154639175257733	0.7164750957854407	0.0	0.0022423200538156823	0.004090606943805288	0.24528301886792464	0.035492457852706286	0.013679890560875515	0.001887148518588413	0.08021390374331551	0.033231791747438386	0.019448946515397084	0.0	0.091143253417872	0.010706638115631691	0.4261019878997407	0.03940769047050393
s	0.0	0.04386407179590603	0.03121206866655106	6.596119597071327E-4	0.0014527704332161432	0.036710719530102805	0.016806722689075626	0.0285444389682931	0.0663176265270506	0.3025906735751295	0.09845288326300987	0.0679611650485437	0.012374119660369907	0.04166243267960574	0.32148292445364346	0.012121420527324784	0.029669729068526673	0.02635494691180549	0.0250851656859709	0.05633802816901409	0.027338597128491397	0.031210020947266316	0.0544588155207624	0.01650118068792853	0.002961558964638988	0.0	0.002746121103940682	0.019398642095053344	0.0022490863086870967	0.9633852406720386	1.0	0.03600403711036059	0.04284323271665043	0.4655663621180862	0.7081883553699838	0.026212319790301447	0.22998354812174385	0.011975506699505157	0.022947183233258117	0.045900459004590034	0.05554168746879681	0.02253745194219807	0.5089579071353294	0.01452583523552604	0.08695652173913042	0.008321445553970512	0.03059663437021928	0.02875215641173087	0.033304867634500426	0.016008537886873002	0.0012836970474967909	0.0014678468155063346	0.001309929263819754	0.006976016934882485	1.0	0.04164738546968997	0.0	0.04893964110929854	0.011457469084587732	0.011865723161891608	0.0	0.0881488736532811	0.0	0.0027278430944652093	0.0	0.015850372483753365	0.01566579634464752	0.0	0.030487804878048773	0.033813158148971116	0.028029979891536164	0.010656436487638534	0.3025900189513582	0.028116213683223992	0.02717391304347826	0.05226084980686207	0.0	0.0	0.008237232289950571	0.0	0.0278164116828929	0.0	0.032467532467532464	0.29861111111111105	0.017006802721088444	0.050505050505050504	0.046074936972963575	0.0	0.0	0.05285412262156447	0.4088400117979186	0.06950477845351868	0.008250825082508248	0.03253090435914118	0.02204317421708726	0.038255547054322867	0.03892944038929441	0.0	0.042992261392949274	0.012445550715619164	0.010976948408342489	0.0943396226415094	0.047923322683706034	0.020698576972833126	0.09072580645161293	0.309278350515464	0.07662835249042145	0.0	0.0014948800358771212	0.0012783146699391523	0.08543965824136708	0.02661934338952971	0.006839945280437757	0.0	0.035650623885918005	0.01800055386319579	0.025931928687196112	0.0	0.04160887656033287	0.0026766595289079227	1.0	0.05373775973250536
s̪	0.0	7.202639046946803E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.087538808059902E-4	0.0	0.0	0.0	1.5484670176525245E-4	0.0	0.0	2.8117135988528215E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6011904761904762	0.0	0.0	0.0	0.006958942240779403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.199243692269542E-4	0.0	0.0	0.0	0.0	0.0	8.539709649871906E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83045116413873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t	0.0	0.052459221058595885	0.03757008265418183	0.0036278657783892303	0.0034866490397187436	0.8203622124326972	0.403361344537815	0.326720880565139	0.3382198952879581	0.07253886010362694	0.09845288326300987	0.043689320388349516	0.010531165668399923	0.03150086373336044	0.2545199975649845	0.012121420527324784	0.032532597662858195	0.033038258808100664	0.03607928151130382	0.0	0.05964784828034486	0.04105101854325119	0.03744043567052415	0.016785683803237642	0.003751308021876052	0.0	0.004576868506567803	0.09699321047526671	0.004610626932808548	0.0116968737446537	0.5178571428571429	0.9559896743138854	1.0	0.5549661066902445	1.0	0.07863695937090433	0.07197696737044146	0.010167883046749662	0.034803227903774804	0.04860048600486003	0.06552670993509736	0.02253745194219807	0.04959394953815634	0.013488275575845608	0.3782608695652173	0.1909177365668092	0.017848036715961246	0.051753881541115564	0.05209222886421862	0.005336179295624333	0.0012836970474967909	0.0036696170387658365	0.005239717055279016	0.0036082846214909405	0.09172354948805463	0.06015733456732996	0.0	0.02446982055464927	0.012050096795859512	0.013375906109768722	0.0	0.555337904015671	0.0	0.0024550587850186885	0.0	0.006340148993501346	0.01392515230635335	0.24258760107816715	0.02439024390243902	0.025118346053521395	0.03168606422521479	0.042625745950554135	0.3089071383449147	0.028116213683223992	0.09057971014492754	0.05226084980686207	0.0	0.0154487872701993	0.0	0.04366812227074236	0.0	0.0	0.08928571428571427	0.29861111111111105	0.08503401360544222	0.34848484848484845	0.05216030600712857	0.0	0.0010350895352447989	0.0035236081747709643	0.007584376185058779	0.7015638575152041	0.024752475247524747	0.039037085230969416	0.019762845849802372	0.033154807447079826	0.030819140308191408	0.0	0.08168529664660361	0.037336652146857496	0.0	0.0	0.0015974440894568676	0.018111254851228987	0.07056451612903228	0.3608247422680413	0.6398467432950191	0.0	0.0022423200538156823	7.669888019634914E-4	0.302242791028836	0.03802763341361387	0.03761969904240767	0.016984336667295718	0.053475935828877004	0.008307947936859596	0.0453808752025932	0.0	0.04953437685753913	0.0053533190578158455	0.9533275713050993	0.04060186290900405
t̪	0.0	0.0016806157776209207	0.0017340038148083918	0.0	0.0	0.0	0.0	0.0012321340561853137	0.013961605584642234	0.010362694300518132	0.0	0.0	1.31639570854999E-4	0.0010161568946245303	0.0018262616424179704	7.737076932334968E-4	0.0015615646878171935	0.0017654031424175925	0.0018581604211830298	0.0	0.0019117900089854123	0.002389956559024898	0.01021102791014295	0.0014225155765455629	3.948745286185318E-4	0.0	4.576868506567804E-4	0.0	0.0	1.1815023984498687E-4	0.0	0.0023291021311284475	0.788510223953262	0.0	0.016237531895151938	0.0	0.0	0.0	0.0011473591616629059	0.001800018000180001	6.240639041437845E-4	0.002651464934376243	0.0018597731076808628	0.0	0.0	0.0011887779362815018	0.0	0.005750431282346174	8.539709649871906E-4	0.0	0.0	0.0	0.0	2.4055230809939606E-4	0.0	0.004627487274409997	0.0	0.0	0.0025680534155110434	0.001294442526751812	0.07352941176470588	0.01958863858961802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042654317226250675	0.0021312872975277064	0.012634238787113073	0.00937207122774133	0.009057971014492754	0.009088843444671665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003477353733808572	0.0	0.0	0.0	0.0	0.05212858384013902	0.0	0.0	0.0	0.002550369803621524	0.024330900243309004	0.0	0.008598452278589856	0.0	0.0	0.0	0.0	0.0	0.010080645161290326	0.0	0.019157088122605363	0.0	0.0	0.0	0.0035599857600569613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001981375074301565	0.0	0.008643042350907518	0.001194172438500119
t͡s	0.0	0.002088765323614573	0.004046008901219582	4.711513997908091E-5	0.0	0.0	0.0	0.002874979464432398	0.02094240837696335	0.08290155440414505	0.02812939521800282	0.0024271844660194177	0.001842953991969986	0.011177725840869833	0.007305046569671882	0.0011175777791150507	0.004164172500845849	0.015762528057299934	0.004180860947661818	0.0	0.004205938019767907	0.0049204987979924375	0.01021102791014295	0.003414037383709351	0.0	0.0	0.0	0.009699321047526672	0.0	0.004607859353954489	0.0	0.007666627848297807	0.00973709834469328	0.8635425876805187	0.4901414984922292	0.013106159895150724	0.21078969015629284	0.00146869421786384	7.649061077752706E-4	0.008100081000810005	0.008112830753869198	0.0013257324671881216	0.050833798276610255	0.0025938991492010788	0.010869565217391302	0.0	0.0	0.011500862564692347	0.004269854824935953	0.0	6.418485237483954E-4	0.0	0.0	4.811046161987921E-4	0.02559726962457338	0.0	0.0	0.008156606851549756	0.0025680534155110434	0.002588885053503624	0.0	0.00979431929480901	0.0	8.183529283395628E-4	0.0	0.0	0.0	0.0	0.006097560975609755	0.0033813158148971105	0.005484126500517945	0.004262574595055413	0.012634238787113073	0.0	0.018115942028985508	0.0	0.0	0.0015448787270199301	0.0	0.0	0.0	0.0	0.0	0.0	0.03401360544217689	0.025252525252525252	0.009562722767973571	0.0	0.0	0.0	4.2135423250326564E-4	0.013032145960034755	0.016501650165016497	0.0	0.0015202189115232593	0.007651109410864574	0.02108678021086781	0.0	0.004299226139294928	0.0	0.010976948408342489	0.0	0.0	0.002587322121604141	0.0	0.0	0.0	0.0	0.0	0.0	0.0035599857600569613	0.0025351755609075914	0.0	0.0	0.008912655971479501	0.0	0.006482982171799028	0.0	0.00396275014860313	0.0	0.07778738115816766	0.008359207069500834
t͡ɕ	0.0	0.0011524222475114885	0.004046008901219582	0.0	0.0	0.009789525208027412	0.0	2.053556760308856E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.807823439085967E-4	0.004035207182668783	0.0021678538247135344	0.0	0.003441222016173742	0.0021087851991396164	0.0068073519400953	0.0017070186918546756	0.0	0.0	0.0	0.0	0.0	9.45201918759895E-4	0.0	3.8818368852140797E-4	0.0	0.005894488653109343	0.6745534678728833	0.026212319790301447	0.012338908692075675	0.0	0.0	0.0	0.0	0.0	0.0018597731076808628	0.0	0.0	0.0	0.0	0.0	0.0017079419299743813	0.0	0.0	0.0	0.0	0.0	0.0021331058020477816	0.0	0.0	0.0	0.0	4.31480842250604E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021312872975277064	0.009475679090334805	0.00937207122774133	0.0	0.0022722108611679163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017006802721088444	0.025252525252525252	0.005216030600712857	0.0	0.0	0.0	0.0037921880925293897	0.0	0.0	0.0	7.601094557616296E-4	0.002550369803621524	0.008110300081103002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012675877804537957	0.0	0.0	0.0	0.0	0.0	0.0	0.00396275014860313	0.0	0.0	0.0
t͡ɬ	0.0	2.4008796823156012E-5	0.0017340038148083918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8235800179708246E-4	1.4058567994264107E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8768020969855832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001738676866904286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t͡ʃ	0.0	0.002857046821955565	0.004046008901219582	4.711513997908091E-5	2.905540866432286E-4	0.036710719530102805	0.016806722689075626	0.00513389190077214	0.0	0.05181347150259066	0.02812939521800282	0.09223300970873786	0.0022378727045349834	0.010161568946245304	0.007305046569671882	0.0029228957299932096	0.0078078234390859666	0.011096819752339154	0.00557448126354909	0.0	0.005926549027854777	0.0057640128776482846	0.017018379850238248	0.0031295342684002385	1.974372643092659E-4	0.0	4.576868506567804E-4	0.0	1.1245431543435483E-4	0.005080460313334436	0.0	0.007569581926167456	0.011684518013631934	0.324098634443462	0.8775226165622826	0.039318479685452164	0.9132848916918015	0.001920600131052714	0.005354342754426894	0.010800108001080007	0.009985022466300552	0.005302929868752486	0.019217655446035584	0.00363145880888151	0.021739130434782605	0.0	0.005099439061703214	0.005750431282346174	0.01537147736976943	0.0	0.0	0.0	0.0	4.811046161987921E-4	0.07465870307167237	0.018509949097639988	0.0	0.0	0.0021729682746631906	0.0021574042112530198	0.0	0.01958863858961802	0.0	2.7278430944652096E-4	0.0	0.0	0.006962576153176675	0.02695417789757413	0.0	0.0033813158148971105	0.0060934738894643835	0.0021312872975277064	0.01895135818066961	0.028116213683223992	0.009057971014492754	0.013633265167007498	0.0	0.0	0.0	0.0	0.0	0.08130081300813005	0.0	0.06944444444444443	0.0	0.025252525252525252	0.014778753368686427	0.00405844155844156	0.0	0.0	0.02317448278767961	0.008688097306689836	0.5082508250825081	0.006506180871828237	0.0038005472788081485	0.007651109410864574	0.008110300081103002	0.0	0.030094582975064493	0.0	0.0	0.0	0.0015974440894568676	0.002587322121604141	0.02016129032258065	0.05154639175257733	0.0	0.0	7.474400179385606E-4	2.556629339878305E-4	0.010679957280170885	0.0012675877804537957	0.0	0.0	0.0	0.0013846579894765995	0.0	0.0	0.00396275014860313	0.0	0.4347450302506482	0.010747551946501073
u	0.0	0.07147418814253544	0.0219640483209063	0.0031095992386193398	8.716622599296859E-4	0.002447381302006853	0.016806722689075626	8.214227041235424E-4	0.017452006980802792	0.0	0.01406469760900141	0.0024271844660194177	0.015533469360889885	0.015242353419367955	0.019480124185791686	0.023297198318475293	0.012752778283840412	0.012357821996923144	0.013626509755342218	0.08450704225352114	0.017970826084462873	0.011528025755296569	0.03063308373042885	0.7079575521351957	9.871863215463294E-4	0.0	0.003661494805254243	0.03879728419010669	7.871802080404837E-4	5.907511992249343E-4	0.0	9.7045922130352E-4	0.01363193768257059	9.824147755182237E-4	0.030155416376710743	0.039318479685452164	0.002056484782012613	0.9371398874754276	0.055073239759819474	0.3726937269372692	0.028706939590614083	0.7995492509611563	0.013638336122992993	0.02801411081137165	0.054347826086956506	0.0	0.377613462519123	0.01725129384703852	0.028181041844577287	0.06403415154749201	0.008985879332477537	0.0038164017203164706	0.022268797484935817	0.05195929854946955	0.006399317406143345	0.027764923646459976	0.0	0.09787928221859708	0.2690529809173878	0.028477735588539863	0.6544117647058825	0.01958863858961802	0.0	0.0027278430944652093	0.0	0.0015850372483753364	0.09051348999129678	0.5660377358490567	0.006097560975609755	0.2471741860689788	0.07555907622935835	0.051150895140664954	0.03790271636133922	0.03748828491096532	0.04528985507246377	0.768688934333106	0.0	0.0015448787270199301	0.008237232289950571	0.0	0.5869262865090402	0.0	0.016233766233766232	0.0	0.03401360544217689	0.025252525252525252	0.022602799269755714	0.0	0.0	0.0	4.2135423250326564E-4	0.021720243266724587	0.0	1.0	1.0	0.3687834736036725	0.37291159772911603	0.0	0.03439380911435942	0.5046670815183572	0.0	0.03144654088050314	0.0	0.0	0.010080645161290326	0.0	0.07662835249042145	0.0	0.005232080125569925	7.669888019634914E-4	0.09611961552153794	0.04943592343769803	0.013679890560875515	0.00566144555576524	0.008912655971479501	0.002769315978953199	0.006482982171799028	0.0	0.09510600356647513	0.01605995717344754	0.008643042350907518	0.02985431096250298
v	0.0	0.007874885357995172	0.008092017802439164	4.240362598117282E-4	0.026149867797890577	0.0	0.016806722689075626	6.160670280926569E-4	0.0034904013961605585	0.010362694300518132	0.01406469760900141	0.0	0.0011847561376949912	0.16644649933949807	0.012783831496925795	0.0028369282085228217	0.0158759076594748	0.00983581750775516	0.011613502632393937	0.05633802816901409	0.012617814059303718	0.008997483516329029	0.0068073519400953	0.006543571652109589	0.0015794981144741272	0.0	4.576868506567804E-4	0.0	4.498172617374193E-4	0.0	0.05952380952380952	1.9409184426070399E-4	0.003894839337877312	0.0	0.01159823706796567	0.013106159895150724	0.0	0.005422870958266486	0.9326117719049987	0.6480964809648094	0.008112830753869198	0.013257324671881216	0.01177856301531213	0.0010375596596804316	0.010869565217391302	0.0	0.01529831718510964	0.023001725129384695	0.011955593509820665	0.0	0.0038510911424903733	0.0014678468155063346	0.001309929263819754	0.0012027615404969804	0.0021331058020477816	0.009254974548819994	0.0	0.0	7.901702816957057E-4	0.003020365895754228	0.0	0.00979431929480901	0.0	5.455686188930419E-4	0.0	0.0015850372483753364	0.0	0.0	0.01219512195121951	0.00821176697903584	0.0042654317226250675	0.021312872975277068	0.02842703727100442	0.0	0.009057971014492754	0.013633265167007498	0.0	0.0030897574540398602	0.0	0.0	0.0	0.08130081300813005	0.02435064935064935	0.0	0.0	0.0	0.013909414935234288	0.0	0.0	0.0035236081747709643	0.0	0.004344048653344918	0.0	0.013012361743656473	0.025083612040133783	1.0	0.0048661800486618015	0.0	0.008598452278589856	0.031113876789047916	0.0	0.0	0.0015974440894568676	0.0	0.0	0.41237113402061865	0.07662835249042145	0.0	7.474400179385606E-4	5.11325867975661E-4	0.03915984336062658	0.010140702243630366	0.010259917920656636	0.00566144555576524	0.0	0.0	0.0	0.0	0.03170200118882504	0.5856531049250536	0.0	0.010747551946501073
w	0.0	0.006458366345428966	0.0034680076296167836	4.711513997908091E-5	0.0075544062527239456	0.0	0.016806722689075626	2.053556760308856E-4	0.0	0.0	0.0	0.0	0.0	0.0010161568946245303	0.010348815973701833	0.0019772529938189365	0.006246258751268774	0.006431111447378372	0.013936203158872725	0.0	0.0097501290458256	0.006326355597418848	0.0	0.01337164641952829	0.0011846235858555953	0.0	4.576868506567804E-4	0.0	3.3736294630306446E-4	0.0	0.0	9.704592213035199E-5	0.001947419668938656	0.0	0.01159823706796567	0.026212319790301447	0.001370989854675075	0.0031633413923221176	0.023712089341033388	0.8262082620826209	0.009985022466300552	0.009280127270316851	0.0055793193230425885	0.0	0.0	0.0	0.002549719530851607	0.005750431282346174	0.01622544833475662	0.0	6.418485237483954E-4	2.9356936310126697E-4	0.0	7.216569242981881E-4	0.0	0.0	0.0	0.008156606851549756	0.0019754257042392644	0.001510182947877114	0.0	0.00979431929480901	0.0	5.455686188930419E-4	0.0	0.003170074496750673	0.0	0.0	0.0	0.001932180465655492	0.0024373895557857532	0.07459505541346972	0.012634238787113073	0.00937207122774133	0.0	0.009088843444671665	0.0	0.0	0.0	0.0	0.0	0.08130081300813005	0.008116883116883116	0.0	0.0	0.0	0.013040076501782143	0.0	0.0	0.0	4.2135423250326564E-4	0.0	0.0	0.006506180871828237	0.02356339312861052	0.3815353226217801	0.008110300081103002	0.0	0.01719690455717971	0.006222775357809582	0.0	0.0	0.0	0.0	0.0	0.0	0.019157088122605363	0.0	7.474400179385606E-4	2.556629339878305E-4	0.017799928800284807	0.013943465584991753	0.0	0.003774297037176826	0.0	0.0013846579894765995	0.0	0.0	0.00396275014860313	0.029443254817987152	0.025929127052722555	0.01433006926200143
x	0.0	0.008138982123049887	0.005202011444425177	1.4134541993724272E-4	5.811081732864572E-4	0.0	0.0	0.0	0.0	0.020725388601036263	0.0	0.0	2.63279141709998E-4	0.0010161568946245303	0.05965788031898704	0.002493058122641267	0.00702704109517737	0.04325237698923101	0.008826262000619391	0.0	0.011088382052115391	0.01180919711518185	0.017018379850238248	0.004267546729636689	1.974372643092659E-4	0.0	0.007780676461165265	0.0	2.2490863086870966E-4	9.45201918759895E-4	0.0	3.8818368852140797E-4	0.0	0.0	0.01159823706796567	0.039318479685452164	6.854949273375375E-4	9.038118263777477E-4	3.824530538876353E-4	9.000090000900005E-4	0.8712556165751373	0.00795439480312873	0.00867894116917736	5.187798298402158E-4	0.010869565217391302	0.0	0.005099439061703214	0.005750431282346174	0.009393680614859096	0.0	0.0	1.4678468155063349E-4	0.0	0.0016838661566957725	0.0	0.0	0.0	0.008156606851549756	0.0029631385563588957	0.003883327580255435	0.0	0.029382957884427033	0.0	0.0024550587850186885	0.014144271570014145	0.007925186241876683	0.0	0.0	0.01219512195121951	0.002415225582069365	0.009140210834196574	0.014919011082693947	0.012634238787113073	0.0	0.036231884057971016	0.01590547602817541	0.0	0.0	0.0	0.0	0.0	0.0	0.008116883116883116	0.0	0.017006802721088444	0.07575757575757575	0.018256107102495003	0.00405844155844156	0.0010350895352447989	0.0	0.003370833860026125	0.013032145960034755	0.0	0.006506180871828237	0.007601094557616297	0.005100739607243048	0.012976480129764805	0.0	0.03869303525365435	0.0	0.0	0.0	0.0031948881789137353	0.0	0.0	0.0	0.019157088122605363	0.0	0.0014948800358771212	2.556629339878305E-4	0.0	0.0076055266827227755	0.0034199726402188786	0.0	0.0	0.0	0.0	0.0	0.005944125222904695	0.0	0.017286084701815037	0.05134941485550512
