	#	-	_	a	b	c	c͡ç	d	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	m	n	o	p	p͡f	q	q͡χ	r	s	t	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̯	β	θ	χ
d͡ʒ	0.0	1.3037337485966754E-4	2.8866693608914037E-4	0.0	0.0	0.0	0.0	7.909408337673863E-4	0.0051440329218107	0.03531073446327684	0.8770014556040757	9.227159484860868E-5	1.0173974972021569E-4	5.454545454545455E-4	1.3773748956208087E-4	0.0022952529994783514	1.8924579243521485E-4	3.229527104959631E-4	4.016371495237731E-4	2.1529684051886538E-4	5.6942744070836776E-5	0.0	0.0	0.0	0.0	0.0	1.1755854415498918E-5	1.1972297944448537E-4	1.960015680125441E-4	0.0018682858477347033	0.001303780964797914	0.0017188037126160192	1.1280061363533817E-4	1.5363343063450608E-4	6.342303162091148E-4	6.869847614289283E-4	1.3273161667109106E-4	0.0013605442176870747	5.2107758845292065E-5	0.0	0.0	0.0	0.0	5.965570138060337E-4	0.0	0.0	0.0	0.0	4.833252779120348E-5	4.2854081851296334E-4	4.6728971962616824E-4	0.0	0.0	1.7747978702425558E-4	0.0	0.0	0.003913894324853229	0.0	2.725909772386534E-5	0.0	0.0	0.0	0.0	6.082725060827251E-4	1.444043321299639E-4	2.429100625493411E-4	6.37213254035684E-4	6.234413965087282E-4	0.0	0.0	2.2670596236681024E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.224660397074191E-4	0.0	0.0	0.0	4.2468254979402894E-5	0.0	0.0	0.0	0.0	2.553626149131767E-4	4.8622366288492705E-4	0.0	4.351610095735422E-4	0.0	0.0	0.0	0.004770992366412214	2.6089225150013044E-4	0.0010183299389002036	0.0	0.002008032128514056	0.0	0.0	2.5504348491417786E-5	0.0	2.553626149131767E-4	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	8.583690987124463E-4	1.1916110581506196E-4
e	0.0	0.006076847861514504	0.003233069684198372	7.340105678700989E-4	8.737185461323393E-5	2.4455857177794083E-4	0.006956521739130435	1.1574743908791018E-4	0.00205761316872428	0.0014124293785310734	2.4260067928190198E-4	0.9150046794880244	8.139179977617255E-4	0.0020606060606060605	0.013334710708228954	0.002112676056338028	5.803537634679922E-4	8.304498269896194E-4	0.0016447997551925946	0.0010092039399321815	0.00811434103009424	5.933544303797468E-5	0.0	9.170946441672781E-5	9.80392156862745E-4	7.890435664769205E-5	5.8779272077494595E-5	7.367567965814484E-5	0.0	0.003269500233535731	0.002607561929595828	0.0	0.0014551279158958625	8.833922261484099E-4	0.0026275255957234757	0.0014988758431176618	0.008229360233607645	0.0011131725417439704	0.020009379396592152	0.002190580503833516	3.6010082823190496E-4	0.014333248016380855	5.675368898978433E-4	0.0019601159025055396	0.0010698047606311847	5.764427079997438E-4	9.584476097791146E-4	0.0010486302267662866	4.349927501208313E-4	8.570816370259267E-4	0.0032710280373831778	0.0	0.030206677265500796	0.02299349240780911	0.04253391713219593	0.030303030303030304	0.0029354207436399216	0.0	2.725909772386534E-5	0.0	0.0	5.210142410559222E-4	0.002680965147453083	0.0036496350364963502	0.007364620938628159	0.029027752474646264	0.0010620220900594733	0.003117206982543641	0.0018552875695732839	0.003587443946188341	0.02629789163454999	0.0	0.0	0.0	0.0	0.0028368794326241137	0.0	0.0024489795918367346	0.0	0.0	0.002398081534772182	0.0029606408916753742	0.0	2.0920502092050208E-4	0.0	1.2740476493820868E-4	0.004805591961555264	0.0	0.007931262392597489	0.0029016493585827734	0.0015321756894790602	0.010696920583468396	0.0	0.0026109660574412533	0.00804953560371517	0.0	0.0	0.0	0.0	0.0010183299389002036	0.005	0.028112449799196786	0.0	3.006388575723412E-4	7.651304547425335E-5	0.0028684116170670493	0.0028089887640449437	6.870491240123669E-4	3.7488284910965324E-4	9.090909090909091E-4	1.414227124876255E-4	0.001292824822236587	3.971405877680699E-4	8.038585209003215E-4	0.0	0.0016682554814108675
f	0.0	1.690025229662357E-4	0.0	0.0	2.912395153774464E-5	0.0	0.0017391304347826088	0.0	0.00102880658436214	0.0	0.0	5.272662562777639E-5	0.9362091769254247	8.484848484848485E-4	8.608593097630054E-5	3.1298904538341156E-4	4.41573515682168E-4	1.9992310649750097E-4	3.442604138775198E-4	2.691210506485817E-4	2.277709762833471E-4	4.35126582278481E-4	0.05555555555555555	0.0	0.0	0.0	1.1755854415498918E-5	0.0	0.0	2.3353573096683791E-4	0.0	0.0	2.2560122727067635E-5	0.0049546781379628205	0.001993295279514361	0.0016862353235073695	0.0	6.184291898577613E-4	0.0	0.0	0.0	0.0	5.675368898978433E-4	3.408897221748764E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.6728971962616824E-4	0.0	0.0	7.887990534411359E-5	1.2941354097017018E-4	0.0	0.0	0.0	2.725909772386534E-5	0.0	0.0	0.0	0.0	6.082725060827251E-4	9.626955475330927E-5	3.0363757818667637E-4	4.248088360237893E-4	9.351620947630922E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025210084033613446	8.163265306122449E-4	0.0	0.0	0.0	2.6123301985370953E-4	0.0	0.0	0.0	4.2468254979402894E-5	0.0	0.0	0.0	2.2907758094074527E-4	0.003575076608784474	0.0	0.0	4.351610095735422E-4	6.191950464396285E-4	0.0	0.0	0.0	2.6089225150013044E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.5855145213338117E-4	1.2768130745658836E-4	0.0	0.0	0.0	0.0	0.0	7.942811755361397E-4	2.679528403001072E-4	0.0017167381974248926	5.958055290753099E-4
h	0.0	0.0010116008160407537	7.505340338317649E-4	9.410391895770499E-6	1.1649580615097856E-4	9.782342871117633E-4	0.006956521739130435	7.716495939194011E-5	0.0	0.0	0.0	3.954496922083229E-5	1.0173974972021569E-4	0.8596969696969697	2.5825779292890165E-4	9.650495565988523E-4	0.0015013499533193713	6.151480199923107E-4	7.841487204987951E-4	6.728026266214543E-4	3.1318509238960227E-4	7.911392405063291E-5	0.0	4.5854732208363906E-5	0.0	3.3816152849010876E-5	5.8779272077494595E-5	4.696824578206734E-4	9.800078400627205E-5	0.0016347501167678655	0.002607561929595828	1.3750429700928155E-4	4.512024545413527E-5	0.0	0.0	0.006869847614289283	6.636580833554553E-4	0.0017934446505875076	3.126465530717524E-4	0.002190580503833516	0.0	5.119017148707448E-4	0.009648127128263337	0.0011078915970683485	0.0	6.404918977774931E-5	1.4745347842755612E-4	0.0	9.666505558240696E-5	0.0	0.0	0.0	0.0	1.3803983435219878E-4	2.803960054353687E-4	0.0	9.784735812133072E-4	0.0	2.1807278179092273E-4	0.0	1.5885623510722796E-4	0.0	0.0	0.035888077858880776	9.626955475330927E-5	7.287301876480233E-4	4.248088360237893E-4	0.0012468827930174563	0.0	0.0	9.06823849467241E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.578544061302681E-4	0.0	3.1380753138075313E-4	3.5298270384751147E-4	0.0	4.3687199650502403E-4	0.0	0.0019828155981493722	6.108735491753207E-4	0.0020429009193054137	8.103727714748784E-4	0.0	4.351610095735422E-4	0.0	0.0	0.0	1.5903307888040714E-4	0.0	0.0	0.015	0.0	0.0	7.51597143930853E-5	5.100869698283557E-5	0.0	0.0	6.870491240123669E-4	0.0	0.0	0.0	3.232062055591467E-4	3.971405877680699E-4	2.679528403001072E-4	0.0	9.532888465204957E-4
i	0.0	0.012909378432863747	0.004214537266901449	5.316871421110332E-4	1.456197576887232E-4	0.001467351430667645	0.0034782608695652175	3.472423172637305E-4	0.0030864197530864196	0.0	2.4260067928190198E-4	0.0059844720087526195	1.0173974972021569E-4	6.060606060606061E-4	0.912433391010907	0.01353677621283255	0.0012237894577477228	0.0012764321414840446	0.002161190376008874	0.0015743581462942032	0.0038151638527460638	1.1867088607594936E-4	0.0	1.8341892883345562E-4	0.0029411764705882353	2.1416896804373554E-4	1.880936706479827E-4	1.1972297944448537E-4	1.960015680125441E-4	0.0028024287716020553	0.002607561929595828	2.0625644551392232E-4	4.060822090872174E-4	3.4567521892763864E-4	4.53021654435082E-4	3.122658006495129E-4	0.009822139633660737	0.0013605442176870747	0.003178573289562816	0.0	1.2003360941063497E-4	0.0010238034297414896	0.0	0.0029827850690301687	0.0021396095212623694	0.0015371805546659835	8.552301748798254E-4	0.0010486302267662866	6.041565973900435E-4	2.1427040925648167E-4	0.0	0.0	0.023052464228934817	0.005107473871031355	0.021266958566097966	0.0	0.003913894324853229	0.03296703296703297	2.4533187951478804E-4	0.0	4.765687053216839E-4	0.004168113928447377	0.0	0.0	0.009434416365824308	0.08501852189226938	0.0014868309260832626	0.004052369077306733	0.006493506493506494	0.003587443946188341	0.03445930627975516	0.0	0.0010839269123567668	0.0	0.0	0.0	0.0	0.0016326530612244899	0.006944444444444444	0.0017391304347826088	0.002398081534772182	0.0013061650992685476	0.0	1.0460251046025104E-4	0.0	2.972777848558203E-4	0.0	0.0	0.0019828155981493722	0.005116065974343311	0.003830439223697651	0.005996758508914101	0.0	0.006962576153176675	0.013622291021671827	0.0010976948408342481	0.0	0.0	7.826767545003914E-4	0.0	0.0	0.01606425702811245	0.0	2.2547914317925591E-4	0.003978678364661175	0.0	0.003958120531154239	0.0013740982480247338	1.8744142455482662E-4	0.0	4.2426813746287653E-4	0.0019392372333548805	0.006354249404289118	0.0	0.002575107296137339	4.7664442326024784E-4
j	0.0	0.004538924902521759	0.0021938687142774665	3.293637163519675E-5	1.456197576887232E-4	0.0046466128637808754	0.0017391304347826088	2.1220363832783533E-4	0.00102880658436214	0.0211864406779661	0.006307617661329452	1.4499822047638506E-4	1.0173974972021569E-4	3.0303030303030303E-4	9.555538338369361E-4	0.8984611371935316	8.957634175266836E-4	0.0011072664359861593	0.0016830509122900967	0.0011168523601916142	4.840133246021126E-4	5.933544303797468E-5	0.0	0.0	0.0	4.508820379868117E-5	1.0580268973949027E-4	6.446621970087674E-5	2.9400235201881614E-4	2.3353573096683791E-4	0.0	2.0625644551392232E-4	7.896042954473672E-5	5.377170072207712E-4	0.0	1.8735948038970773E-4	1.3273161667109106E-4	4.94743351886209E-4	5.2107758845292065E-5	0.001095290251916758	0.0	5.119017148707448E-4	5.675368898978433E-4	0.0017044486108743822	0.0	2.5619675911099724E-4	2.949069568551122E-5	2.6215755669157164E-4	0.0	2.1427040925648167E-4	0.0	0.0	0.0	0.0	6.039298578607941E-4	0.0	0.0136986301369863	0.0	5.179228567534415E-4	0.0	0.0011119936457505957	1.736714136853074E-4	0.0	0.0	4.813477737665463E-4	0.0029149207505920934	0.0031860662701784196	0.003428927680798005	0.0018552875695732839	0.0017937219730941704	0.0013602357742008614	0.0	0.001548467017652524	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	0.0	0.0017415534656913968	0.0	0.0	0.0	8.493650995880579E-5	0.0	0.0	0.0	8.39951130116066E-4	0.0022982635342185904	0.001458670988654781	0.0	0.010008703220191472	0.0	0.0	0.0	0.011450381679389313	0.0	0.0	0.0	0.18875502008032127	0.0	1.503194287861706E-4	7.14121757759698E-4	0.0	0.0015321756894790602	3.4352456200618345E-4	5.623242736644799E-4	0.0	0.0	0.0	0.0017871326449563146	0.0	0.0	2.3832221163012392E-4
k	0.0	0.0038822293847101	0.002771202586455747	4.234676353096725E-5	1.456197576887232E-4	0.0119833700171191	0.10608695652173913	1.7362115863186526E-4	0.0	0.0	7.27802037845706E-4	9.227159484860868E-5	0.0010173974972021568	0.003212121212121212	1.54954675757341E-4	4.173187271778821E-4	0.9233302212914133	0.0020761245674740486	0.0028305856252151627	0.0023548091931750903	0.0017082823221251033	3.757911392405063E-4	0.0	0.005915260454878944	0.0	1.1272050949670293E-4	3.291639236339697E-4	2.4865541884623886E-4	0.003430027440219522	0.003035964502568893	0.007822685788787484	0.0028188380886902714	1.917610431800749E-4	3.0726686126901216E-4	0.001359064963305246	0.008306270297277043	9.291213166976374E-4	0.0	5.2107758845292065E-5	0.03723986856516977	1.2003360941063497E-4	0.001279754287176862	0.0	0.0036645645133799214	2.674511901577962E-4	1.2809837955549862E-4	1.1796278274204488E-4	0.0	7.249879168680522E-5	0.001928433683308335	9.345794392523365E-4	0.0625	0.0023847376788553257	7.887990534411359E-5	4.098095464055389E-4	0.0	0.02054794520547945	0.01098901098901099	0.013111626005179228	0.008658008658008658	0.005718824463860206	3.473428273706148E-4	0.0	0.0030413625304136255	1.444043321299639E-4	1.2145503127467055E-4	0.0021240441801189465	0.002805486284289277	0.0027829313543599257	0.0017937219730941704	0.0034005894355021537	0.0	4.645401052957572E-4	0.0	0.0	0.0014184397163120568	0.0	0.0	0.0	0.0	0.004796163069544364	0.0029606408916753742	0.0	2.0920502092050208E-4	7.059654076950229E-4	0.0013165159043614899	4.3687199650502403E-4	8.130081300813008E-4	6.609385327164573E-4	3.0543677458766036E-4	0.001787538304392237	0.0032414910858995136	0.0	0.006092254134029591	0.0030959752321981426	0.0	0.0	3.180661577608143E-4	5.217845030002609E-4	0.0	0.015	0.0	0.0	4.5095828635851183E-4	5.100869698283557E-5	0.0	0.002553626149131767	0.005839917554105119	7.497656982193065E-4	0.0	0.0	0.001292824822236587	0.003375694996028594	0.0	0.002575107296137339	0.007149666348903718
l	0.0	0.0024819227658470044	0.0030021361353270598	4.234676353096725E-5	2.6211556383970176E-4	2.4455857177794083E-4	0.0	8.295233134633563E-4	0.00102880658436214	0.0	2.4260067928190198E-4	1.8454318969721736E-4	2.0347949944043138E-4	3.636363636363636E-4	1.0330311717156065E-4	4.95565988523735E-4	1.766294062728672E-4	0.9378085351787774	0.0029644646750564205	0.0026239302438236718	7.402556729208781E-4	1.7800632911392405E-4	0.0	4.5854732208363906E-5	0.0	3.268894775404385E-4	2.3511708830997838E-4	3.7758785824799234E-4	4.900039200313603E-4	7.006071929005138E-4	0.01564537157757497	3.4376074252320387E-4	2.820015340883454E-4	9.218005838070364E-4	0.007882576787170427	5.620784411691232E-4	2.654632333421821E-4	1.8552875695732838E-4	2.605387942264603E-4	0.0	4.801344376425399E-4	0.0	0.00170261066969353	9.374467359809102E-4	2.674511901577962E-4	6.404918977774931E-5	2.2118021764133415E-4	2.6215755669157164E-4	2.416626389560174E-4	2.1427040925648167E-4	0.0	0.0	0.0	5.915992900808519E-5	1.5098246446519853E-4	0.0	0.0019569471624266144	0.0	4.6340466130571076E-4	0.0	1.5885623510722796E-4	1.736714136853074E-4	0.0	0.0	2.888086642599278E-4	3.0363757818667637E-4	0.12192013593882753	0.05486284289276808	0.01948051948051948	0.17309417040358743	0.003854001360235774	0.0	6.193868070610096E-4	8.216926869350862E-4	0.0	0.0014184397163120568	0.0	0.0	0.006944444444444444	0.0	0.004796163069544364	0.004789272030651341	0.0	4.1841004184100416E-4	3.5298270384751147E-4	4.2468254979402894E-4	0.0	0.0	0.0	0.0014508246792913867	0.0	0.002106969205834684	0.0	0.22106179286335945	0.002476780185758514	0.0	0.003215434083601286	3.180661577608143E-4	5.217845030002609E-4	0.0	0.005	0.030120481927710843	0.0	0.0	1.0201739396567114E-4	7.171029042667623E-4	0.0019152196118488254	0.0017176228100309172	0.0	0.0	2.82845424975251E-4	0.0	0.0021842732327243845	2.679528403001072E-4	8.583690987124463E-4	3.574833174451859E-4
m	0.0	0.0012723475657600888	0.0032908030714162	7.057793921827875E-5	5.242311276794035E-4	2.4455857177794083E-4	0.0017391304347826088	2.8936859771977545E-4	0.0	0.0014124293785310734	7.27802037845706E-4	1.7136153329027324E-4	4.0695899888086275E-4	4.2424242424242425E-4	7.74773378786705E-5	1.5649452269170578E-4	1.2616386162347658E-4	2.306805074971165E-4	0.9134185059098038	0.003552397868561279	9.680266492042252E-4	2.175632911392405E-4	0.0	1.375641966250917E-4	0.0	1.352646113960435E-4	1.7633781623248377E-4	1.565608192735578E-4	1.960015680125441E-4	2.3353573096683791E-4	0.001303780964797914	3.4376074252320387E-4	2.820015340883454E-4	4.609002919035182E-4	8.154389779831476E-4	1.8735948038970773E-4	2.654632333421821E-4	6.184291898577613E-5	2.605387942264603E-4	0.0	1.2003360941063497E-4	5.119017148707448E-4	0.00170261066969353	6.817794443497528E-4	0.0	1.9214756933324793E-4	1.327081305848005E-4	5.243151133831433E-4	1.9333011116481392E-4	4.2854081851296334E-4	0.0	0.0	0.0	5.915992900808519E-5	1.9412031145525527E-4	0.0	0.003913894324853229	0.0	1.6355458634319204E-4	0.0	4.765687053216839E-4	0.0	0.0	6.082725060827251E-4	9.626955475330927E-5	6.0727515637335276E-5	0.0	3.117206982543641E-4	0.0	0.004484304932735426	0.006347766946270687	0.0	6.193868070610096E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004796163069544364	0.004005572971090212	0.0	2.0920502092050208E-4	0.0	1.2740476493820868E-4	0.0	0.0	0.0026437541308658294	6.872327428222358E-4	7.660878447395301E-4	1.6207455429497568E-4	0.0	0.004786771105308964	0.0	0.0010976948408342481	0.0	3.180661577608143E-4	2.6089225150013044E-4	0.0	0.005	0.004016064257028112	0.0	7.51597143930853E-5	2.295391364227601E-4	3.5855145213338117E-4	2.553626149131767E-4	0.0	1.8744142455482662E-4	9.090909090909091E-4	0.005232640362042144	0.0	0.002581413820492454	0.0	0.0	2.3832221163012392E-4
n	0.0	5.673656128152199E-4	0.002598002424802263	5.6462351374623E-5	1.7474370922646785E-4	2.4455857177794083E-4	0.0	9.259795127032815E-4	0.0	0.0	7.27802037845706E-4	9.227159484860868E-5	2.0347949944043138E-4	3.636363636363636E-4	1.6356326885497103E-4	4.6948356807511736E-4	3.4064242638338676E-4	6.305267204921184E-4	8.797766132425506E-4	0.8878976263523333	0.001024969393275062	2.57120253164557E-4	0.0	3.209831254585473E-4	0.0029411764705882353	3.6070563038944936E-4	3.6443148688046647E-4	4.1442569807706474E-4	8.820070560564484E-4	0.0	0.001303780964797914	3.4376074252320387E-4	2.1432116590714253E-4	3.4567521892763864E-4	2.718129926610492E-4	1.8735948038970773E-4	2.654632333421821E-4	6.802721088435374E-4	1.563232765358762E-4	0.0	9.602688752850798E-4	5.119017148707448E-4	5.675368898978433E-4	0.00852224305437191	2.674511901577962E-4	3.8429513866649587E-4	1.6219882627031173E-4	1.3107877834578582E-4	1.4499758337361044E-4	2.1427040925648167E-4	4.6728971962616824E-4	0.0	0.0	2.3663971603234076E-4	1.5098246446519853E-4	0.007575757575757576	0.0136986301369863	0.0	2.1807278179092273E-4	0.001443001443001443	0.0	3.473428273706148E-4	0.0	6.082725060827251E-4	2.4067388688327315E-4	3.0363757818667637E-4	0.0	6.234413965087282E-4	9.276437847866419E-4	8.968609865470852E-4	0.0013602357742008614	0.0078125	0.039176215546608856	0.011503697617091208	0.0045045045045045045	0.0014184397163120568	0.0	0.0	0.0	0.0	0.0	0.0013061650992685476	4.063388866314506E-4	3.1380753138075313E-4	7.059654076950229E-4	3.822142948146261E-4	0.0	0.0	0.0	5.345143555284056E-4	2.553626149131767E-4	0.0	0.0	0.0039164490861618795	0.001238390092879257	0.0	0.0	4.7709923664122136E-4	2.6089225150013044E-4	0.0	0.0	0.002008032128514056	0.0	3.757985719654265E-4	1.0201739396567114E-4	7.171029042667623E-4	1.2768130745658836E-4	0.0013740982480247338	5.623242736644799E-4	0.0018181818181818182	0.03394145099703012	3.232062055591467E-4	0.0029785544082605244	5.359056806002144E-4	0.0017167381974248926	1.1916110581506196E-4
o	0.0	2.7523268025929815E-4	7.505340338317649E-4	4.564040069448692E-4	2.912395153774464E-5	0.0	0.0	0.0	0.0	0.0	0.0	3.6908637939443473E-4	1.0173974972021569E-4	1.2121212121212121E-4	1.3773748956208087E-4	0.0	0.0	1.5378700499807768E-5	1.147534712925066E-4	4.036815759728726E-5	0.7307462346610483	5.933544303797468E-5	0.0	0.0	9.80392156862745E-4	2.2544101899340585E-5	2.3511708830997837E-5	2.7628379871804318E-5	9.800078400627205E-5	0.0	0.0	1.3750429700928155E-4	0.003891621170419167	3.840835765862652E-5	0.00226510827217541	6.245316012990258E-5	0.0014600477833820015	0.0	1.563232765358762E-4	0.0	0.0	0.002047606859482979	0.0	0.0	0.0034768654720513507	0.0013450329853327355	7.667580878232918E-4	0.0018351028968410013	0.010391493475108747	4.2854081851296334E-4	4.6728971962616824E-4	0.0	0.0	0.001636758035890357	4.098095464055389E-4	0.0	0.003913894324853229	0.0	0.0	0.0	0.0	0.0010420284821118443	0.005361930294906166	0.0	7.220216606498195E-4	3.6436509382401167E-4	2.1240441801189465E-4	0.0	0.0	0.0	0.0015869417365676718	0.0	0.0	8.216926869350862E-4	0.0	0.0014184397163120568	0.0	0.0	0.0	0.0	0.0	1.7415534656913968E-4	4.063388866314506E-4	1.0460251046025104E-4	7.059654076950229E-4	4.2468254979402894E-5	4.3687199650502403E-4	0.0	0.005948446794448116	0.002825290164935858	0.0	8.103727714748784E-4	0.0	4.351610095735422E-4	0.002476780185758514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.503194287861706E-4	0.0	7.171029042667623E-4	3.8304392236976505E-4	0.0	3.7488284910965324E-4	0.0	1.414227124876255E-4	0.0	0.0	0.0	0.0	1.1916110581506196E-4
p	0.0	0.0012747618875167495	0.002251602101495295	4.658143988406397E-4	0.023939888164026094	0.0034238200048911714	0.0052173913043478265	0.0015818816675347725	0.00411522633744856	0.002824858757062147	0.00363901018922853	5.140845998708197E-4	0.017295757452436666	0.006666666666666667	7.575561925914448E-4	0.0013823682837767345	0.002321415053871969	0.0013533256439830835	0.0023906973185938876	0.001560902093761774	0.0012242689975229906	0.9879746835443038	0.17777777777777778	0.0030722670579603813	9.80392156862745E-4	0.0012061094516147212	0.001293143985704881	0.001491932513077433	0.0017640141121128968	0.005137786081270434	0.001303780964797914	0.0025438294946717086	0.001049045706808645	0.003994469196497158	0.005526864184108	0.007619285535848114	0.0018582426333952748	0.002844774273345702	0.0011984784534417176	0.007667031763417305	8.402352658744448E-4	0.001279754287176862	0.00170261066969353	0.002386228055224135	8.023535704733886E-4	3.8429513866649587E-4	6.930313486095137E-4	0.0017040241184952155	9.183180280328661E-4	0.00385686736661667	0.0032710280373831778	0.0	7.94912559618442E-4	9.662788404653914E-4	6.254987813558225E-4	0.0	0.003913894324853229	0.0	0.001853618645222843	0.005772005772005772	0.0023828435266084196	0.0020840569642236887	0.005361930294906166	0.0024330900243309003	0.0016365824308062576	0.001761097953482723	0.001274426508071368	0.004364089775561097	9.276437847866419E-4	0.0053811659192825115	0.005440943096803446	0.0	0.0017033137194177764	8.216926869350862E-4	0.0	0.0028368794326241137	0.01680672268907563	0.006530612244897959	0.006944444444444444	0.0034782608695652175	0.004796163069544364	0.0033960292580982234	4.063388866314506E-4	0.0015690376569037657	0.0028238616307800918	0.0025905635537435768	0.00218435998252512	0.0024390243902439024	0.0013218770654329147	0.0012217470983506415	0.0030643513789581204	0.0034035656401944893	0.0	0.002175805047867711	0.0018575851393188853	0.003293084522502744	0.003215434083601286	0.0015903307888040711	7.826767545003914E-4	0.0050916496945010185	0.01	0.008032128514056224	0.0	7.51597143930853E-4	6.886174092682803E-4	0.004661168877733955	0.0016598569969356485	0.0	0.0013120899718837863	0.004545454545454545	0.0019799179748267574	6.464124111182935E-4	0.0017871326449563146	0.009914255091103965	0.0	0.003217349857006673
p͡f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0606060606060605E-5	0.0	0.0	1.2616386162347657E-5	0.0	3.82511570975022E-5	0.0	0.0	0.0	0.7444444444444445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9719976336028397E-5	2.1568923495028364E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
q	0.0	8.981276934777098E-4	7.505340338317649E-4	1.976182298111805E-4	7.863466915191053E-4	0.001222792858889704	0.0	0.0013310955495109671	0.0	0.0014124293785310734	0.001455604075691412	6.195378511263726E-4	0.0014243564960830196	0.0027272727272727275	4.992983996625432E-4	9.9113197704747E-4	0.007670762786707376	0.0010303729334871204	0.0016065485980950923	0.0014128855159050541	9.110839051333884E-4	5.933544303797468E-5	0.0	0.9716159207630227	0.03627450980392157	7.32683311728569E-4	0.0015400169284303584	9.117365357695425E-4	0.0017640141121128968	0.003035964502568893	0.001303780964797914	0.0016500515641113785	0.0016243288363488697	8.065755108311569E-4	0.0015402736250792787	0.014051961029228078	0.007432970533581099	8.039579468150897E-4	3.126465530717524E-4	0.002190580503833516	0.0	0.001279754287176862	0.004540295119182747	0.0019601159025055396	0.0	6.404918977774931E-5	2.2118021764133415E-4	2.6215755669157164E-4	2.899951667472209E-4	0.004071137775873152	0.002336448598130841	0.0	0.0	7.887990534411359E-4	3.666716994154822E-4	0.0	0.003913894324853229	0.0	0.004225160147199127	0.020202020202020204	0.02081016679904686	0.0012156998957971517	0.0	0.0	0.0012515042117930205	0.0017003704378453876	6.37213254035684E-4	0.0018703241895261845	0.0027829313543599257	0.0017937219730941704	0.005440943096803446	0.0	6.193868070610096E-4	0.0	0.0045045045045045045	0.0	0.0	0.0016326530612244899	0.006944444444444444	0.0034782608695652175	0.0	0.0020898641588296763	0.0	0.0038702928870292886	7.059654076950229E-4	0.0022932857688877564	0.0034949759720401923	0.0	0.028420356906807668	4.5815516188149055E-4	0.0015321756894790602	4.8622366288492705E-4	0.0	0.002175805047867711	0.0	0.0	0.0	0.0011132315521628498	0.0015653535090007827	0.003054989816700611	0.0	0.006024096385542169	0.0	0.0	2.5504348491417787E-4	0.0032269630692004303	0.0011491317671092952	0.0	0.0	0.0	0.001131381699901004	3.232062055591467E-4	0.0013899920571882446	0.0013397642015005359	0.0017167381974248926	0.026215443279313633
