	#	-	_	a	b	c	c͡ç	d	d͡z	d͡ʑ	d͡ʒ	e	f	h	i	j	k	l	m	n	o	p	p͡f	q	q͡χ	r	s	t	t͡s	t͡ɕ	t͡ɬ	t͡ʃ	u	v	w	x	y	z	æ	ç	ð	ø	ħ	ŋ	œ	ɐ	ɑ	ɒ	ɔ	ɕ	ɖ	ɖ͡ʐ	ɘ	ə	ɛ	ɜ	ɟ	ɟ͡ʝ	ɡ	ɢ	ɣ	ɤ	ɥ	ɦ	ɨ	ɪ	ɫ	ɬ	ɭ	ɮ	ɯ	ɱ	ɲ	ɳ	ɴ	ɵ	ɸ	ɹ	ɺ	ɻ	ɽ	ɾ	ʀ	ʁ	ʂ	ʃ	ʈ	ʈ͡ʂ	ʉ	ʊ	ʋ	ʌ	ʍ	ʎ	ʏ	ʐ	ʑ	ʒ	ʔ	ʕ	ʜ	ʝ	ʡ	ʰ	ʲ	ʷ	ʼ	ˀ	ˠ	ˤ	̃	̥	̯	β	θ	χ
q͡χ	0.0	1.0140151377974142E-4	5.773338721782807E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6363312813888194E-5	0.0	0.0	0.0	5.2164840897235264E-5	5.046554464939063E-5	7.689350249903884E-5	5.73767356462533E-5	8.073631519457452E-5	0.0	0.0	0.0	0.0	0.8803921568627451	0.0	0.0	0.0	0.0	2.3353573096683791E-4	0.0	0.0	1.1280061363533817E-5	0.0	0.0	6.245316012990258E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52224305437191E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9719976336028397E-5	2.1568923495028364E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8134777376654636E-5	0.0	0.0	0.0	0.0	8.968609865470852E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.163265306122449E-4	0.0	0.0	0.0	8.707767328456984E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.635919364691509E-5	0.0	1.6207455429497568E-4	0.0	4.351610095735422E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	2.553626149131767E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.574833174451859E-4
r	0.0	0.003916029889303348	0.002540269037584435	4.7051959478852496E-5	0.0011067101584342964	0.001222792858889704	0.0052173913043478265	0.004109034087620812	0.0051440329218107	0.002824858757062147	0.0077632217370208634	8.699893228583103E-4	0.0021365347441245296	0.002909090909090909	6.972960409080344E-4	0.002399582681272822	0.0019303070828391915	0.0034755863129565553	0.0033278506674826913	0.0029872436621992573	0.0017082823221251033	1.9778481012658228E-4	0.0	9.170946441672781E-5	0.00392156862745098	0.9722594826128614	0.0021160537947898053	0.002339202829146099	0.0026460211681693453	0.0067725361980383	0.010430247718383311	0.002750085940185631	9.92645399990976E-4	0.001920417882931326	0.0032617559119325905	0.00462153384961279	0.00252190071675073	0.005194805194805195	0.001563232765358762	0.0032858707557502738	8.402352658744448E-4	0.0033273611466598414	0.003972758229284903	0.004090676666098517	0.002941963091735758	0.007365656824441171	1.7694417411306734E-4	0.0018351028968410013	0.00111164813919768	0.005785301049925006	0.009345794392523364	0.0625	7.94912559618442E-4	0.001340958390849931	9.921704807713046E-4	0.1590909090909091	0.005870841487279843	0.0	1.6355458634319204E-4	0.001443001443001443	0.0022239872915011914	0.0036470996873914554	0.002680965147453083	6.082725060827251E-4	0.0021179302045728036	0.0012145503127467055	0.004672897196261682	0.010286783042394014	0.008348794063079777	0.006278026905829596	0.004534119247336205	0.0	7.74233508826262E-4	0.0016433853738701725	0.009009009009009009	0.0014184397163120568	0.008403361344537815	0.15020408163265306	0.027777777777777776	0.006956521739130435	0.05275779376498801	0.20828979449669105	0.102803738317757	0.05188284518828452	0.012354394634662902	0.0026330318087229797	0.0061162079510703364	0.0	0.003304692663582287	0.001603543066585217	0.002553626149131767	0.004213938411669368	0.0	0.008703220191470844	6.191950464396285E-4	0.029637760702524697	0.0	0.002703562340966921	0.0031307070180015655	0.006109979633401222	0.005	0.020080321285140562	0.0	3.006388575723412E-4	3.3155653038843125E-4	0.011115095016134816	0.003319713993871297	0.0013740982480247338	0.0	0.007272727272727273	0.0036769905246782633	0.0019392372333548805	0.009729944400317712	0.0021436227224008574	0.00944206008583691	0.003932316491897045
s	0.0	0.004565482441845025	0.0030021361353270598	6.116754732250824E-5	1.456197576887232E-4	0.0034238200048911714	0.0017391304347826088	0.0029901421764376795	0.01440329218106996	0.009887005649717515	0.007035419699175158	0.001344528953508298	0.004171329738528844	0.017393939393939396	0.0011879858474729474	0.002999478351591028	0.0026620574802553557	0.0025374855824682814	0.0028879623608614163	0.003108348134991119	0.001850639182302195	2.966772151898734E-4	0.0	2.292736610418195E-4	0.0029411764705882353	2.2544101899340586E-4	0.9639565503620803	0.003591689383334561	0.033222265778126224	0.04156936011209715	0.002607561929595828	0.014712959779993125	0.0011618463204439832	0.0022660931018589647	0.004711425206124852	0.005495878091431427	0.002389169100079639	0.038899196042053184	0.0014069094888228856	0.009857612267250822	0.0010803024846957148	0.0028154594317890964	0.0028376844494892167	0.003920231805011079	0.0010698047606311847	2.5619675911099724E-4	1.0321743489928927E-4	1.3107877834578582E-4	7.974867085548574E-4	0.11892007713734733	0.004205607476635514	0.0	0.005564387917329093	0.0012817984618418458	0.001294135409701702	0.0	0.010763209393346379	0.0	1.362954886193267E-4	0.0	0.0015885623510722795	0.0017367141368530739	0.0	0.0030413625304136255	0.0034175691937424787	0.0032185583287787697	0.0014868309260832626	0.011533665835411471	0.0027829313543599257	0.0026905829596412557	0.004987531172069825	0.0	0.0	0.0016433853738701725	0.0	0.0028368794326241137	0.0	0.004081632653061225	0.013888888888888888	0.0017391304347826088	0.004796163069544364	0.004440961337513062	0.0	1.0460251046025104E-4	0.004588775150017649	0.03507877861298679	0.007426823940585408	8.130081300813008E-4	0.0039656311962987445	0.0022144166157605375	0.003575076608784474	0.0038897893030794164	0.0	0.0039164490861618795	6.191950464396285E-4	0.0010976948408342481	0.00964630225080386	0.005089058524173028	0.0020871380120010435	0.009164969450101833	0.01	0.006024096385542169	0.0	7.51597143930853E-5	1.0201739396567114E-4	0.00932233775546791	0.002553626149131767	6.870491240123669E-4	1.8744142455482662E-4	0.0027272727272727275	0.0021213406873143827	0.0019392372333548805	0.003574265289912629	2.679528403001072E-4	0.12274678111587983	0.005362249761677788
t	0.0	0.005509482248699284	0.004099070492465793	3.858260677265905E-4	3.494874184529357E-4	0.07018831010026902	0.022608695652173914	0.024596330806180913	0.0102880658436214	0.014124293785310734	0.005094614264919942	0.0011995307330319128	0.003255671991046902	0.011636363636363636	0.0014806780127923694	0.003390714658320292	0.0033685751053468245	0.003690888119953864	0.006139310714149103	0.004131008127455729	0.0018221678102667768	4.7468354430379745E-4	0.0	5.044020542920029E-4	0.010784313725490196	6.086907512821958E-4	0.0011638295871343929	0.9564945111618655	0.04106232849862799	0.08033629145259225	0.009126466753585397	0.00797524922653833	9.813653386274422E-4	0.0036872023352281457	0.0046208208752378365	0.00655758181363977	0.002389169100079639	0.005256648113790971	0.001615340524204054	0.023001095290251915	0.014884167566918738	0.0017916560020476069	0.00510783200908059	0.005283790693710585	5.349023803155924E-4	2.5619675911099724E-4	4.423604352826683E-4	6.553938917289291E-4	5.074915418076365E-4	0.008570816370259268	0.007009345794392523	0.0	0.0023847376788553257	0.0013606783671859593	0.0013588421801867868	0.0	0.019569471624266144	0.0	2.4533187951478804E-4	0.0	6.354249404289118E-4	0.0019103855505383813	0.013404825737265416	0.0018248175182481751	0.0024067388688327317	0.0032185583287787697	0.0044604927782497875	0.012780548628428928	0.00463821892393321	0.009865470852017937	0.004760825209703015	0.0	0.0018581604211830288	0.0	0.009009009009009009	0.0	0.0	0.008979591836734694	0.013888888888888888	0.008695652173913044	0.011990407673860911	0.0059212817833507484	0.0	1.0460251046025104E-4	3.5298270384751147E-4	6.370238246910434E-4	0.062035823503713415	0.0016260162601626016	0.003304692663582287	0.002519853390348198	0.003575076608784474	0.005510534846029173	0.0	0.006527415143603133	0.0037151702786377707	0.0	0.0	1.5903307888040714E-4	0.0015653535090007827	0.009164969450101833	0.015	0.01606425702811245	0.0	3.757985719654265E-4	1.2752174245708893E-4	0.01828612405880244	0.003958120531154239	0.004122294744074201	0.001499531396438613	0.006363636363636364	5.65690849950502E-4	0.004848093083387201	0.0041699761715647335	5.359056806002144E-4	0.061802575107296136	0.004528122020972355
t͡s	0.0	2.124603145861249E-4	2.8866693608914037E-4	9.410391895770499E-6	0.0	0.0	0.0	2.507861180238054E-4	0.006172839506172839	0.002824858757062147	9.704027171276079E-4	1.8454318969721736E-4	0.0011191372469223726	6.060606060606061E-4	9.46945240739306E-5	4.173187271778821E-4	0.0016022810426181524	4.459823144944252E-4	4.781394637187775E-4	4.7096183863501803E-4	3.9859920849585743E-4	0.0	0.0	0.0	9.80392156862745E-4	0.0	4.5847832220445784E-4	8.104324762395933E-4	0.8641709133673069	0.017281644091546006	0.001303780964797914	0.013131660364386387	1.5792085908947345E-4	7.681671531725304E-5	7.248346470961312E-4	6.869847614289283E-4	1.3273161667109106E-4	0.004947433518862091	3.126465530717524E-4	0.001095290251916758	0.0	0.0	5.675368898978433E-4	6.817794443497528E-4	0.0	1.2809837955549862E-4	0.0	0.0	1.4499758337361044E-4	0.002785515320334262	0.0	0.0	7.94912559618442E-4	2.1691973969631235E-4	3.0196492893039707E-4	0.0	0.0019569471624266144	0.0	5.451819544773068E-5	0.0	0.0	0.0	0.0	6.082725060827251E-4	3.850782190132371E-4	5.465476407360175E-4	4.248088360237893E-4	0.0012468827930174563	0.0	0.0026905829596412557	2.2670596236681024E-4	0.0	1.548467017652524E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0034782608695652175	0.002398081534772182	8.707767328456984E-4	0.0	0.0	0.0	8.493650995880579E-5	0.001310615989515072	0.0016260162601626016	0.0	1.5271838729383018E-4	7.660878447395301E-4	0.0017828200972447325	0.0	8.703220191470844E-4	0.0	0.0010976948408342481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5504348491417786E-5	3.5855145213338117E-4	2.553626149131767E-4	0.0	0.0	0.0	0.0	6.464124111182935E-4	3.971405877680699E-4	0.0	0.00944206008583691	7.149666348903718E-4
t͡ɕ	0.0	1.0623015729306245E-4	4.041337105247965E-4	0.0	0.0	7.336757153338225E-4	0.0	1.929123984798503E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3041210224308815E-4	4.0372435719512504E-4	1.845444059976932E-4	3.251348353287687E-4	2.1529684051886538E-4	1.4235686017709194E-4	0.0	0.0	0.0	0.0	0.0	1.0580268973949027E-4	3.683783982907242E-5	5.880047040376323E-4	0.6716487622606259	0.002607561929595828	0.0012375386730835338	0.0	0.0	0.0	6.245316012990258E-5	0.0	1.2368583797155226E-4	0.0	0.0	0.0	0.0	0.0	1.704448610874382E-4	0.0	0.0	0.0	0.0	0.0	2.1427040925648167E-4	0.0	0.0	0.0	0.0	4.313784699005673E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2145503127467055E-4	2.1240441801189465E-4	9.351620947630922E-4	9.276437847866419E-4	0.0	2.2670596236681024E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	0.002398081534772182	5.224660397074191E-4	0.0	0.0	0.0	3.822142948146261E-4	0.0	0.0	0.0	7.635919364691509E-5	2.553626149131767E-4	8.103727714748784E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2768130745658836E-4	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	0.0	0.0
t͡ɬ	0.0	4.82864351332102E-6	1.732001616534842E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91255785487511E-5	4.036815759728726E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8826597131681877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7415534656913968E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002008032128514056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
t͡ʃ	0.0	2.9454725431258226E-4	5.773338721782807E-4	4.7051959478852495E-6	2.912395153774464E-5	0.003668378576669112	0.0017391304347826088	3.665335571117156E-4	0.0051440329218107	0.002824858757062147	0.008976225133430374	2.1090650251110555E-4	9.156577474819412E-4	7.272727272727272E-4	3.2712653770994207E-4	8.085550339071466E-4	0.0011102419822865937	5.690119184928873E-4	4.972650422675286E-4	5.786102588944507E-4	3.4165646442502065E-4	3.9556962025316456E-5	0.0	4.5854732208363906E-5	0.0	1.1272050949670293E-5	4.7023417661995676E-4	6.354527370514993E-4	0.01773814190513524	0.05558150397010743	0.002607561929595828	0.9110347198349948	1.8048098181654108E-4	4.993086495621447E-4	9.06043308870164E-4	9.367974019485386E-4	6.636580833554553E-4	0.0018552875695732839	4.689698296076286E-4	0.002190580503833516	0.0	2.559508574353724E-4	5.675368898978433E-4	0.0015340037497869438	0.0	0.0	0.0	0.0	7.249879168680522E-5	0.007499464323976859	0.002336448598130841	0.0	0.0	2.3663971603234076E-4	2.1568923495028362E-4	0.0	0.0029354207436399216	0.0	2.725909772386534E-5	0.0	0.0	5.210142410559222E-4	0.002680965147453083	0.0	3.850782190132371E-4	7.287301876480233E-4	0.0	0.0018703241895261845	0.0027829313543599257	8.968609865470852E-4	0.0013602357742008614	0.0	0.0	0.0	0.0	0.0	0.008403361344537815	0.0	0.006944444444444444	0.0	0.004796163069544364	0.001567398119122257	4.063388866314506E-4	0.0	0.0	0.0023357540238671593	8.737439930100481E-4	0.04390243902439024	0.0013218770654329147	3.8179596823457546E-4	5.107252298263534E-4	8.103727714748784E-4	0.0	0.0034812880765883376	0.0	0.0	0.0	1.5903307888040714E-4	5.217845030002609E-4	0.002036659877800407	0.005	0.0	0.0	7.51597143930853E-5	2.5504348491417786E-5	0.0010756543564001434	1.2768130745658836E-4	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	0.011158798283261802	0.0010724499523355577
u	0.0	0.007242965269981531	0.002482535650366607	2.9642734471677074E-4	1.1649580615097856E-4	2.4455857177794083E-4	0.0017391304347826088	9.645619923992515E-5	0.00102880658436214	0.0	2.4260067928190198E-4	0.0014631638611707948	0.001627835995523451	0.0019393939393939393	0.0023587545087506347	0.001356285863328117	0.0011985566854230275	0.001368704344482891	0.002161190376008874	0.0011975886753861887	0.04378897019047348	9.889240506329114E-5	0.0	2.751283932501834E-4	0.004901960784313725	1.0144845854703263E-4	8.229098090849243E-5	9.209459957268106E-5	9.800078400627205E-5	0.003035964502568893	0.003911342894393742	1.3750429700928155E-4	0.9373505391869332	0.005530803502842218	0.019932952795143608	0.003060204846365226	0.05840191133528006	0.0016079158936301793	0.0030743577718722317	0.004381161007667032	0.0	0.02252367545431277	0.00170261066969353	0.0030680074995738877	0.006418828563787109	9.607378466662396E-4	4.571057831254239E-4	0.0024904967885699307	0.005099081681971967	8.570816370259267E-4	0.002803738317757009	0.0	0.009538950715421303	0.01056990731611122	0.0027608222073636306	0.030303030303030304	0.0019569471624266144	0.0	1.6355458634319204E-4	0.0	3.177124702144559E-4	0.009204584925321292	0.045576407506702415	6.082725060827251E-4	0.014055354993983154	0.007226574360842898	0.005097706032285472	0.004052369077306733	0.0037105751391465678	0.004484304932735426	0.0353661301292224	0.0	1.548467017652524E-4	8.216926869350862E-4	0.0	0.03546099290780142	0.008403361344537815	0.0016326530612244899	0.0	0.0052173913043478265	0.004796163069544364	0.0025252525252525255	0.0	0.0	0.0	8.493650995880579E-5	0.00218435998252512	0.0	0.1335095836087244	0.09201282834453268	0.01174668028600613	0.012641815235008104	0.0	0.0039164490861618795	0.015479876160990712	0.0	0.003215434083601286	0.0	0.0	0.0010183299389002036	0.0	0.008032128514056224	0.0	4.5095828635851183E-4	1.0201739396567114E-4	0.010039440659734672	0.005362614913176711	0.0020611473720371005	7.497656982193065E-4	9.090909090909091E-4	2.82845424975251E-4	9.696186166774402E-4	0.008339952343129467	0.001607717041800643	8.583690987124463E-4	0.002859866539561487
v	0.0	7.460254228080977E-4	6.928006466139368E-4	2.82311756873115E-5	0.002592031686859273	0.0	0.0017391304347826088	1.1574743908791018E-4	0.00102880658436214	0.0014124293785310734	2.4260067928190198E-4	1.1863490766249687E-4	0.009258317224539628	0.0012727272727272728	2.9269216531942183E-4	0.0016692749087115284	9.58845348338422E-4	0.0010765090349865436	0.0012814137627663238	7.939070994133161E-4	7.971984169917149E-4	1.5822784810126583E-4	0.0	4.5854732208363906E-5	0.0	4.508820379868117E-5	0.0	3.683783982907242E-5	0.0	0.0011676786548341896	0.001303780964797914	6.875214850464078E-5	5.414429454496233E-4	0.9317483484406207	0.04783908670834466	8.743442418186361E-4	0.0014600477833820015	0.0011131725417439704	2.605387942264603E-4	0.001095290251916758	0.0	0.0015357051446122344	0.0022701475595913734	0.0014487813192432249	0.0	3.8429513866649587E-4	2.0643486979857854E-4	1.3107877834578582E-4	1.208313194780087E-4	2.1427040925648167E-4	9.345794392523365E-4	0.0	0.0	1.3803983435219878E-4	3.4510277592045383E-4	0.0	9.784735812133072E-4	0.0	5.451819544773068E-5	0.0	1.5885623510722796E-4	0.0	0.0	0.0	8.182912154031288E-4	4.250926094613469E-4	0.0019116397621070519	0.002805486284289277	0.0	8.968609865470852E-4	0.0013602357742008614	0.0	0.0	0.0	0.0	0.0	0.008403361344537815	0.0024489795918367346	0.0	0.0	0.0	0.0011320097526994078	0.0	0.0	3.5298270384751147E-4	0.0	4.3687199650502403E-4	0.0	0.003304692663582287	0.002443494196701283	0.14657814096016344	6.482982171799027E-4	0.0	8.703220191470844E-4	0.0030959752321981426	0.0	0.0	1.5903307888040714E-4	0.0	0.0	0.02	0.008032128514056224	0.0	7.51597143930853E-5	7.651304547425335E-5	0.004302617425600574	0.0011491317671092952	0.0010305736860185502	5.623242736644799E-4	0.0	0.0	0.0	0.002581413820492454	0.04823151125401929	0.0	0.0010724499523355577
w	0.0	6.397952655150352E-4	4.041337105247965E-4	4.7051959478852495E-6	7.572227399813607E-4	0.0	0.0017391304347826088	0.0	0.0	0.0	0.0	0.0	1.0173974972021569E-4	9.696969696969697E-4	1.9799764124549124E-4	6.259780907668231E-4	6.055865357926875E-4	0.0013994617454825067	9.75404505986306E-4	5.786102588944507E-4	0.0013381544856646641	9.889240506329114E-5	0.0	0.0	0.0	3.3816152849010876E-5	1.1755854415498918E-5	1.841891991453621E-5	0.0	0.0011676786548341896	0.002607561929595828	1.3750429700928155E-4	3.158417181789469E-4	0.002304501459517591	0.8239557850865271	9.367974019485386E-4	9.291213166976374E-4	6.184291898577613E-4	0.0	0.001095290251916758	0.0	2.559508574353724E-4	5.675368898978433E-4	0.0015340037497869438	0.0	6.404918977774931E-5	1.474534784275561E-5	0.0	7.249879168680522E-5	0.0	0.0	0.0	7.94912559618442E-4	1.9719976336028398E-4	1.5098246446519853E-4	0.0	9.784735812133072E-4	0.0	2.725909772386534E-5	0.0	3.177124702144559E-4	0.0	0.0	0.0	2.4067388688327315E-4	2.429100625493411E-4	0.007434154630416313	0.0012468827930174563	9.276437847866419E-4	0.0	0.0011335298118340512	0.0	0.0	0.0	0.0	0.0	0.008403361344537815	8.163265306122449E-4	0.0	0.0	0.0	0.0013061650992685476	0.0	0.0	0.0	4.2468254979402894E-5	0.0	0.0	6.609385327164573E-4	0.002443494196701283	0.012257405515832482	8.103727714748784E-4	0.0	0.002175805047867711	6.191950464396285E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.002008032128514056	0.0	7.51597143930853E-5	2.5504348491417786E-5	0.0017927572606669057	0.0014044943820224719	0.0	3.7488284910965324E-4	0.0	1.414227124876255E-4	0.0	3.971405877680699E-4	0.002947481243301179	0.002575107296137339	0.0011916110581506197
x	0.0	8.015548232112894E-4	6.350672593961088E-4	2.3525979739426248E-5	5.824790307548928E-5	0.0	0.0	0.0	0.00102880658436214	0.0	0.0	0.0	1.0173974972021569E-4	0.00503030303030303	2.496491998312716E-4	7.563901930099113E-4	0.004314804067522899	8.150711264898116E-4	0.001147534712925066	0.0011303084127240433	3.9859920849585743E-4	1.9778481012658228E-5	0.0	8.253851797505503E-4	0.0	2.2544101899340585E-5	1.0580268973949027E-4	4.604729978634053E-5	0.0	0.0011676786548341896	0.003911342894393742	6.875214850464078E-5	9.024049090827054E-5	3.840835765862652E-5	9.06043308870164E-5	0.8697851611291532	9.291213166976374E-4	8.039579468150897E-4	5.2107758845292065E-5	0.001095290251916758	0.0	7.678525723061172E-4	0.0011350737797956867	0.0010226691665246293	0.0	0.0	2.949069568551122E-5	0.0	1.4499758337361044E-4	0.0	0.0	0.0	7.94912559618442E-4	3.1551962137645436E-4	3.4510277592045383E-4	0.0	0.0029354207436399216	0.0	2.725909772386534E-4	0.002886002886002886	7.942811755361397E-4	0.0	0.0	0.0012165450121654502	3.850782190132371E-4	0.001093095281472035	0.0014868309260832626	0.0012468827930174563	0.0	0.0017937219730941704	0.0015869417365676718	0.0	0.0	0.0	0.0	0.0014184397163120568	0.0	8.163265306122449E-4	0.0	0.0017391304347826088	0.007194244604316547	0.0017415534656913968	4.063388866314506E-4	0.0	0.0	3.822142948146261E-4	8.737439930100481E-4	0.0	6.609385327164573E-4	0.0011453879047037263	5.107252298263534E-4	0.001458670988654781	0.0	0.004351610095735422	6.191950464396285E-4	0.0	0.0	1.5903307888040714E-4	0.0	0.0	0.0	0.002008032128514056	0.0	1.503194287861706E-4	0.0	0.0	0.0010214504596527069	3.4352456200618345E-4	0.0	0.0	0.0	0.0	5.957108816521049E-4	0.0	0.0017167381974248926	0.005123927550047664
y	0.0	3.114475066092058E-4	4.6186709774262457E-4	4.7051959478852495E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3181656406944096E-4	0.0	6.0606060606060605E-5	4.8208121346728306E-4	1.3041210224308815E-4	2.0186217859756252E-4	1.6916570549788544E-4	3.442604138775198E-4	1.7492868292157812E-4	0.0015943968339834297	0.0	0.0	0.0	0.0	1.1272050949670293E-5	0.0	0.0	0.0	0.0	0.0	0.0	9.700852772639083E-4	7.681671531725304E-5	9.06043308870164E-5	0.0	0.7921422882930714	1.2368583797155226E-4	0.0	0.0	1.2003360941063497E-4	0.004095213718965958	0.0	2.556672916311573E-4	0.010163145225996255	0.0	1.474534784275561E-5	0.0	2.416626389560174E-5	0.0	0.0	0.0	0.005564387917329093	3.5495957404851116E-4	3.8824062291051054E-4	0.0	0.0	0.0	5.451819544773068E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0011538227971093704	4.248088360237893E-4	3.117206982543641E-4	0.0	0.0	0.007481296758104738	0.0	0.0	0.0	0.0	0.00851063829787234	0.0	0.0	0.0	0.0	0.0	1.7415534656913968E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.02247191011235955	0.0032834453268173486	0.0	3.2414910858995135E-4	0.0	4.351610095735422E-4	0.039628482972136225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8304392236976505E-4	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	0.0	1.1916110581506196E-4
z	0.0	4.949359601154046E-4	0.0013856012932278736	0.0	5.824790307548928E-5	2.4455857177794083E-4	0.0	9.645619923992515E-5	0.037037037037037035	0.0014124293785310734	0.0019408054342552159	0.0	0.0	1.2121212121212121E-4	8.608593097630054E-6	3.3907146583202923E-4	5.929701496303399E-4	7.996924259900039E-4	7.65023141950044E-4	6.862586791538834E-4	3.7012783646043904E-4	1.9778481012658228E-4	0.0	0.0	0.0	5.6360254748351465E-5	0.0011873412959653908	0.0	5.880047040376323E-4	7.006071929005138E-4	0.0	2.0625644551392232E-4	2.2560122727067635E-5	7.681671531725304E-5	0.0	0.0	0.0	0.8808905380333952	0.0	0.0	0.006481814908174289	0.0	0.0	9.374467359809102E-4	0.0	6.404918977774931E-5	0.0	0.0	7.249879168680522E-5	4.2854081851296334E-4	0.0	0.0	0.0	1.9719976336028397E-5	2.1568923495028362E-4	0.0	9.784735812133072E-4	0.0	2.725909772386534E-5	0.0	1.5885623510722796E-4	0.0	0.0	6.082725060827251E-4	0.0	1.2145503127467055E-4	2.1240441801189465E-4	9.351620947630922E-4	0.0018552875695732839	0.0017937219730941704	0.0015869417365676718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	0.0	0.0014803204458376871	0.0	0.0	3.5298270384751147E-4	8.493650995880579E-5	0.0	0.0	0.0	7.635919364691509E-5	5.107252298263534E-4	4.8622366288492705E-4	0.0	8.703220191470844E-4	6.191950464396285E-4	0.0021953896816684962	0.04180064308681672	0.006202290076335878	0.0	0.0	0.01	0.0	0.0	0.0	2.5504348491417786E-5	0.0	6.384065372829418E-4	0.0	0.0	0.0	0.0	0.0	3.971405877680699E-4	0.0	0.004291845493562232	1.1916110581506196E-4
æ	0.0	0.0010478156423906614	6.350672593961088E-4	3.1524812850831175E-4	5.824790307548928E-5	2.4455857177794083E-4	0.006956521739130435	0.0	0.0	0.0	0.0	6.063561947194285E-4	4.0695899888086275E-4	0.0012121212121212121	0.0015065037920852595	2.0865936358894105E-4	2.649441094093008E-4	2.1530180699730873E-4	7.076464063037907E-4	1.3456052532429086E-4	6.548415568146229E-4	0.0	0.0	4.5854732208363906E-5	0.0	0.0	1.1755854415498918E-5	0.0	0.0	0.0014012143858010276	0.0	0.0	1.1280061363533817E-5	1.5363343063450608E-4	0.0	6.245316012990258E-4	0.0037164852667905496	4.329004329004329E-4	0.8288260121932156	0.0	0.0	0.002303557716918352	0.0011350737797956867	4.2611215271859556E-4	2.674511901577962E-4	1.9214756933324793E-4	0.0017694417411306732	0.0013107877834578582	9.666505558240696E-5	0.0	4.6728971962616824E-4	0.0	0.006359300476947536	0.0029185564977322028	0.009792291266742878	0.0	0.0	0.0	0.0	0.0	0.0	1.736714136853074E-4	0.0	6.082725060827251E-4	0.0015403128760529483	0.0012145503127467055	4.248088360237893E-4	6.234413965087282E-4	0.0	0.0	0.0015869417365676718	0.0	0.0	0.0	0.0	0.0014184397163120568	0.0	0.0	0.013888888888888888	0.0	0.0	3.4831069313827936E-4	4.063388866314506E-4	0.0	0.0	0.0	0.0	0.0	0.0026437541308658294	5.345143555284056E-4	2.553626149131767E-4	4.8622366288492705E-4	0.0	0.0013054830287206266	0.02414860681114551	0.0	0.0	0.0	0.0	0.0	0.0	0.006024096385542169	0.0	0.0	7.651304547425335E-5	3.5855145213338117E-4	3.8304392236976505E-4	0.0	0.0	0.0	0.0	0.003555268261150614	0.0	0.0	0.0	9.532888465204957E-4
